user_genome	original_user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
4660_72_9	14_0903_12_40cm_Solirubrobacterales_4660_72_9	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64 sp005883215	GCA_005883215.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64 sp005883215	99.99	0.99	GCA_005883215.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64 sp005883215	99.99	0.99	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		89.89	11		
4799_66_28	14_0903_13_30cm_Alphaproteobacteria_4799_66_28	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__PALSA-894 sp005884685	GCA_005884685.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__PALSA-894 sp005884685	99.97	0.98	GCA_005884685.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__PALSA-894 sp005884685	99.97	0.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003140315.1, s__PALSA-894 sp003140315, 95.0, 81.63, 0.55	91.74	11		
5405_67_12	14_0903_16_20cm_Proteobacteria_5405_67_12	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp005878095	GCA_005878095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp005878095	99.97	0.97	GCA_005878095.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp005878095	99.97	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005878835.1, s__13-2-20CM-66-19 sp005878835, 95.0, 94.15, 0.88; GCA_005877965.1, s__13-2-20CM-66-19 sp005877965, 95.0, 91.1, 0.8; GCA_001914695.1, s__13-2-20CM-66-19 sp001914695, 95.0, 83.68, 0.67; GCA_003136935.1, s__13-2-20CM-66-19 sp003136935, 95.0, 80.44, 0.51; GCA_005877705.1, s__13-2-20CM-66-19 sp005877705, 95.0, 80.23, 0.46; GCA_003156695.1, s__13-2-20CM-66-19 sp003156695, 95.0, 79.8, 0.47	87.45	11		
5881_65_14	14_0919_02_20cm_Betaproteobacteria_5881_65_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005881575	GCA_005881575.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005881575	99.98	0.98	GCA_005881575.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005881575	99.98	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005884455.1, s__VBDM01 sp005884455, 95.0, 90.5, 0.85; GCA_005882235.1, s__VBDM01 sp005882235, 95.0, 90.43, 0.88; GCA_005888995.1, s__VBDM01 sp005888995, 95.0, 90.29, 0.85; GCA_005883665.1, s__VBDM01 sp005883665, 95.0, 89.08, 0.87; GCA_005888845.1, s__VBDM01 sp005888845, 95.0, 88.96, 0.89; GCA_005884335.1, s__VBDM01 sp005884335, 95.0, 88.9, 0.82; GCA_005881355.1, s__VBDM01 sp005881355, 95.0, 82.58, 0.83	96.7	11		
1652_62_11	14_0919_09_20cm_Bradyrhizobium_1652_62_11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp005884765	GCA_005884765.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp005884765	99.98	0.99	GCA_005884765.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp005884765	99.98	0.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005885285.1, s__Bradyrhizobium sp005885285, 95.0, 94.7, 0.83; GCF_900141755.1, s__Bradyrhizobium lablabi_A, 95.0, 82.62, 0.65; GCF_900129675.1, s__Bradyrhizobium erythrophlei_A, 95.0, 82.55, 0.65; GCF_900129505.1, s__Bradyrhizobium erythrophlei_D, 95.0, 82.45, 0.64; GCA_005884465.1, s__Bradyrhizobium sp005884465, 95.0, 82.37, 0.73; GCF_900129425.1, s__Bradyrhizobium erythrophlei_C, 95.0, 82.35, 0.6; GCF_002797515.1, s__Bradyrhizobium lablabi_B, 95.0, 82.35, 0.58; GCA_004799405.1, s__Bradyrhizobium sp004799405, 95.0, 82.19, 0.62; GCF_900099825.1, s__Bradyrhizobium ottawaense_A, 95.0, 82.19, 0.6; GCF_005937885.2, s__Bradyrhizobium sp005937885, 95.0, 82.14, 0.58; GCF_900103365.1, s__Bradyrhizobium sp900103365, 95.0, 82.04, 0.57; GCA_004799445.1, s__Bradyrhizobium sp004799445, 95.0, 81.9, 0.56; GCF_003062295.1, s__Bradyrhizobium algeriense, 95.0, 81.86, 0.58; GCF_000701345.1, s__Bradyrhizobium sp000701345, 95.0, 81.85, 0.51; GCF_001440405.1, s__Bradyrhizobium valentinum, 95.0, 81.8, 0.56; GCA_001464035.1, s__Bradyrhizobium sp001464035, 95.0, 81.79, 0.57; GCF_900105125.1, s__Bradyrhizobium canariense_A, 95.0, 81.75, 0.58; GCF_001440395.1, s__Bradyrhizobium jicamae, 95.0, 81.74, 0.54; GCF_001693515.2, s__Bradyrhizobium paxllaeri, 95.0, 81.73, 0.55; GCF_001440475.1, s__Bradyrhizobium lablabi, 95.0, 81.73, 0.58; GCF_001693485.1, s__Bradyrhizobium sp001693485, 95.0, 81.65, 0.54; GCF_007993935.1, s__Bradyrhizobium macuxiense_A, 95.0, 81.64, 0.55; GCF_900696085.1, s__Bradyrhizobium ivorense, 95.0, 81.63, 0.57; GCF_000379145.1, s__Bradyrhizobium elkanii, 95.0, 81.62, 0.55; GCF_009930815.1, s__Bradyrhizobium sp009930815, 95.0, 81.61, 0.57; GCF_009766005.1, s__Bradyrhizobium sp009766005, 95.0, 81.61, 0.57; GCF_000426105.1, s__Bradyrhizobium sp000426105, 95.0, 81.6, 0.54; GCF_001693385.1, s__Bradyrhizobium icense, 95.0, 81.59, 0.54; GCF_001440415.1, s__Bradyrhizobium retamae, 95.0, 81.57, 0.54; GCF_001982635.1, s__Bradyrhizobium mercantei, 95.0, 81.56, 0.55; GCF_000472965.1, s__Bradyrhizobium elkanii_B, 95.0, 81.56, 0.54; GCF_013114825.1, s__Bradyrhizobium sp013114825, 95.0, 81.55, 0.54; GCF_000472865.1, s__Bradyrhizobium elkanii_A, 95.0, 81.54, 0.55; GCF_003001755.1, s__Bradyrhizobium sp003001755, 95.0, 81.52, 0.55; GCF_002532045.1, s__Bradyrhizobium sp002532045, 95.0, 81.52, 0.55; GCF_013114835.1, s__Bradyrhizobium sp013114835, 95.0, 81.51, 0.53; GCF_000426245.1, s__Bradyrhizobium sp000426245, 95.0, 81.51, 0.54; GCF_011516665.2, s__Bradyrhizobium sp011516665, 95.0, 81.5, 0.54; GCF_001189235.2, s__Bradyrhizobium embrapense, 95.0, 81.49, 0.55; GCF_900105845.1, s__Bradyrhizobium erythrophlei_E, 95.0, 81.49, 0.56; GCF_001189845.1, s__Bradyrhizobium tropiciagri, 95.0, 81.48, 0.55; GCF_002831585.1, s__Bradyrhizobium sp002831585, 95.0, 81.47, 0.54; GCF_003020075.1, s__Bradyrhizobium sp003020075, 95.0, 81.47, 0.54; GCF_001908235.1, s__Bradyrhizobium sp001908235, 95.0, 81.46, 0.54; GCF_011058295.1, s__Bradyrhizobium sp000426785, 95.0, 81.44, 0.57; GCF_001189245.1, s__Bradyrhizobium pachyrhizi, 95.0, 81.43, 0.54; GCF_001238275.1, s__Bradyrhizobium viridifuturi, 95.0, 81.37, 0.55; GCF_000938305.1, s__Bradyrhizobium sp000938305, 95.0, 81.32, 0.54; GCF_900113725.1, s__Bradyrhizobium sp900113725, 95.0, 81.24, 0.55; GCF_009759665.1, s__Bradyrhizobium cajani, 95.0, 81.22, 0.53; GCF_001542415.1, s__Bradyrhizobium macuxiense, 95.0, 81.2, 0.54; GCF_000482425.1, s__Bradyrhizobium japonicum_B, 95.0, 81.15, 0.51; GCF_000011365.1, s__Bradyrhizobium diazoefficiens, 95.0, 81.12, 0.56; GCF_003957705.1, s__Bradyrhizobium sp003957705, 95.0, 81.11, 0.52; GCF_008932115.1, s__Bradyrhizobium betae, 95.0, 81.09, 0.51; GCF_001641695.1, s__Bradyrhizobium neotropicale, 95.0, 81.06, 0.55; GCF_001641635.1, s__Bradyrhizobium centrolobii, 95.0, 81.04, 0.57; GCF_002531575.1, s__Bradyrhizobium sp002531575, 95.0, 81.04, 0.52; GCF_900114915.1, s__Bradyrhizobium sp900114915, 95.0, 81.02, 0.53; GCF_900094575.1, s__Bradyrhizobium yuanmingense, 95.0, 81.01, 0.5; GCF_000515415.1, s__Bradyrhizobium sp000515415, 95.0, 81.0, 0.52; GCF_004212635.1, s__Bradyrhizobium sp004212635, 95.0, 80.99, 0.52; GCF_000284375.1, s__Bradyrhizobium japonicum, 95.0, 80.98, 0.54; GCF_007830205.1, s__Bradyrhizobium daqingense, 95.0, 80.97, 0.52; GCF_002278135.2, s__Bradyrhizobium ottawaense, 95.0, 80.96, 0.53; GCF_000472925.1, s__Bradyrhizobium sp000472925, 95.0, 80.95, 0.55; GCF_006483445.1, s__Bradyrhizobium guangdongense_A, 95.0, 80.93, 0.47; GCF_001590795.1, s__Bradyrhizobium sp001590795, 95.0, 80.93, 0.52; GCF_011602485.1, s__Bradyrhizobium sp011602485, 95.0, 80.92, 0.52; GCF_002776695.1, s__Bradyrhizobium nitroreducens, 95.0, 80.91, 0.53; GCF_003020115.1, s__Bradyrhizobium sp003020115, 95.0, 80.91, 0.52; GCF_004114935.1, s__Bradyrhizobium zhanjiangense, 95.0, 80.88, 0.53; GCF_014530645.1, s__Bradyrhizobium sp014530645, 95.0, 80.87, 0.51; GCF_008123965.1, s__Bradyrhizobium sp008123965, 95.0, 80.86, 0.53; GCF_000938255.1, s__Bradyrhizobium sp000938255, 95.0, 80.86, 0.54; GCF_007290395.1, s__Bradyrhizobium cosmicum, 95.0, 80.85, 0.51; GCF_011516635.2, s__Bradyrhizobium sp011516635, 95.0, 80.84, 0.55; GCF_900094605.1, s__Bradyrhizobium shewense, 95.0, 80.84, 0.53; GCF_001908185.1, s__Bradyrhizobium sp001908185, 95.0, 80.83, 0.52; GCF_000261685.1, s__Bradyrhizobium sp000261685, 95.0, 80.82, 0.48; GCF_000472425.1, s__Bradyrhizobium sp000472425, 95.0, 80.82, 0.55; GCF_003837805.1, s__Bradyrhizobium sp003837805, 95.0, 80.81, 0.5; GCF_000244915.1, s__Bradyrhizobium sp000244915, 95.0, 80.81, 0.5; GCF_000472385.1, s__Bradyrhizobium sp000472385, 95.0, 80.79, 0.53; GCF_000296215.2, s__Bradyrhizobium sp000296215, 95.0, 80.79, 0.52; GCF_002108845.1, s__Bradyrhizobium canariense, 95.0, 80.78, 0.51; GCF_000244935.1, s__Bradyrhizobium sp000244935, 95.0, 80.69, 0.53; GCF_001908205.1, s__Bradyrhizobium sp001908205, 95.0, 80.66, 0.53; GCF_900142985.1, s__Bradyrhizobium erythrophlei_B, 95.0, 80.61, 0.48; GCF_000426845.1, s__Bradyrhizobium japonicum_C, 95.0, 80.51, 0.48; GCF_000239795.1, s__Bradyrhizobium sp000239795, 95.0, 80.37, 0.43; GCF_900176205.1, s__Bradyrhizobium sp900176205, 95.0, 80.35, 0.47; GCF_000239775.1, s__Bradyrhizobium sp000239775, 95.0, 80.32, 0.43; GCF_000344805.1, s__Bradyrhizobium oligotrophicum, 95.0, 80.31, 0.49; GCA_005884855.1, s__Bradyrhizobium sp005884855, 95.0, 80.26, 0.59; GCF_000239815.1, s__Bradyrhizobium sp000239815, 95.0, 80.24, 0.48; GCF_013178945.1, s__Bradyrhizobium sp013178945, 95.0, 80.21, 0.46; GCF_000015165.1, s__Bradyrhizobium sp000015165, 95.0, 80.2, 0.45; GCF_000026145.1, s__Bradyrhizobium sp000026145, 95.0, 80.18, 0.48	92.04	11		
6329_70_21	14_0927_12_20cm_Bacteria_6329_70_21	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-134;s__CF-134 sp005880985	GCA_005880985.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-134;s__CF-134 sp005880985	100.0	1.0	GCA_005880985.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-134;s__CF-134 sp005880985	100.0	1.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		91.22	11		
6334_66_10	14_0927_12_20cm_Bacteria_6334_66_10	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005880315	GCA_005880315.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005880315	99.98	0.99	GCA_005880315.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005880315	99.98	0.99	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005880855.1, s__UBA10449 sp005880855, 95.0, 87.28, 0.78; GCA_003446775.1, s__UBA10449 sp003446775, 95.0, 80.53, 0.56; GCA_001917815.1, s__UBA10449 sp001917815, 95.0, 80.45, 0.57; GCA_001917895.1, s__UBA10449 sp001917895, 95.0, 80.27, 0.66; GCA_005879945.1, s__UBA10449 sp005879945, 95.0, 80.23, 0.54	86.48	11		
10562_68_13	14_0927_12_20cm_Deltaproteobacteria_10562_68_13	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879315	GCA_005879315.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879315	99.99	0.99	GCA_005879315.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879315	99.99	0.99	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005879095.1, s__40CM-4-68-19 sp005879095, 95.0, 79.7, 0.57; GCA_005879535.1, s__40CM-4-68-19 sp005879535, 95.0, 79.59, 0.51; GCA_001918155.1, s__40CM-4-68-19 sp001918155, 95.0, 79.37, 0.5; GCA_005879505.1, s__40CM-4-68-19 sp005879505, 95.0, 79.16, 0.49; GCA_005888115.1, s__40CM-4-68-19 sp005888115, 95.0, 78.96, 0.42; GCA_005879805.1, s__40CM-4-68-19 sp005879805, 95.0, 78.62, 0.39	89.52	11		
6506_67_17	14_0927_12_40cm_Bacteria_6506_67_17	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-121;s__CF-121 sp005880615	GCA_005880615.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-121;s__CF-121 sp005880615	99.98	0.98	GCA_005880615.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-121;s__CF-121 sp005880615	99.98	0.98	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		89.72	11		
6541_66_9	14_0927_12_40cm_Bacteria_6541_66_9	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005879945	GCA_005879945.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005879945	99.97	0.99	GCA_005879945.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp005879945	99.97	0.99	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001917815.1, s__UBA10449 sp001917815, 95.0, 81.22, 0.63; GCA_003446775.1, s__UBA10449 sp003446775, 95.0, 80.76, 0.53; GCA_001917895.1, s__UBA10449 sp001917895, 95.0, 80.75, 0.67; GCA_005880855.1, s__UBA10449 sp005880855, 95.0, 80.48, 0.56; GCA_005880315.1, s__UBA10449 sp005880315, 95.0, 80.24, 0.53	79.07	11		
2798_72_12	14_0929_02_40cm_Bacteria_2798_72_12	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__DP-6;g__DP-6;s__DP-6 sp005879795	GCA_005879795.1	95.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__DP-6;g__DP-6;s__DP-6 sp005879795	99.98	0.99	GCA_005879795.1	95.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__DP-6;g__DP-6;s__DP-6 sp005879795	99.98	0.99	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__DP-6;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		90.39	11		
7530_66_8	14_0929_12_40cm_Bacteria_7530_66_8	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp001917895	GCA_001917895.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp001917895	99.43	0.96	GCA_001917895.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__UBA10449 sp001917895	99.43	0.96	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__UBA10449;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003446775.1, s__UBA10449 sp003446775, 95.0, 81.43, 0.58; GCA_005880855.1, s__UBA10449 sp005880855, 95.0, 81.12, 0.62; GCA_001917815.1, s__UBA10449 sp001917815, 95.0, 81.0, 0.62; GCA_005879945.1, s__UBA10449 sp005879945, 95.0, 80.99, 0.61; GCA_005880315.1, s__UBA10449 sp005880315, 95.0, 80.79, 0.59	85.47	11		
7526_65_14	14_0929_12_40cm_Betaproteobacteria_7526_65_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005884455	GCA_005884455.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005884455	99.98	0.97	GCA_005884455.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__VBDM01 sp005884455	99.98	0.97	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005881575.1, s__VBDM01 sp005881575, 95.0, 90.49, 0.85; GCA_005882235.1, s__VBDM01 sp005882235, 95.0, 90.04, 0.86; GCA_005888995.1, s__VBDM01 sp005888995, 95.0, 90.02, 0.8; GCA_005888845.1, s__VBDM01 sp005888845, 95.0, 89.04, 0.85; GCA_005884335.1, s__VBDM01 sp005884335, 95.0, 89.02, 0.78; GCA_005883665.1, s__VBDM01 sp005883665, 95.0, 88.73, 0.84; GCA_005881355.1, s__VBDM01 sp005881355, 95.0, 82.5, 0.77	87.41	11		
3617_68_7	14_1009_02_20cm_Proteobacteria_3617_68_7	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879805	GCA_005879805.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879805	99.99	0.98	GCA_005879805.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879805	99.99	0.98	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005888115.1, s__40CM-4-68-19 sp005888115, 95.0, 79.03, 0.46; GCA_005879315.1, s__40CM-4-68-19 sp005879315, 95.0, 78.59, 0.39; GCA_005879535.1, s__40CM-4-68-19 sp005879535, 95.0, 78.39, 0.34; GCA_001918155.1, s__40CM-4-68-19 sp001918155, 95.0, 78.14, 0.34; GCA_005879505.1, s__40CM-4-68-19 sp005879505, 95.0, 78.0, 0.35; GCA_005879095.1, s__40CM-4-68-19 sp005879095, 95.0, 78.0, 0.35	77.8	11		
3845_53_8	14_1009_02_40cm_Chloroflexi_3845_53_8	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__UBA11361 sp005881495	GCA_005881495.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__UBA11361 sp005881495	99.99	0.99	GCA_005881495.1	95.0	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__UBA11361 sp005881495	99.99	0.99	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__UBA11361;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001919995.1, s__UBA11361 sp001919995, 95.0, 80.37, 0.46; GCA_001920235.1, s__UBA11361 sp001920235, 95.0, 80.32, 0.41; GCA_005880425.1, s__UBA11361 sp005880425, 95.0, 80.18, 0.49; GCA_005881295.1, s__UBA11361 sp005881295, 95.0, 80.03, 0.51; GCA_005880595.1, s__UBA11361 sp005880595, 95.0, 79.98, 0.54	86.28	11		
4183_68_9	14_1009_05_30cm_Deltaproteobacteria_4183_68_9	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535	GCA_005879535.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535	99.99	1.0	GCA_005879535.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879535	99.99	1.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005879505.1, s__40CM-4-68-19 sp005879505, 95.0, 82.17, 0.72; GCA_001918155.1, s__40CM-4-68-19 sp001918155, 95.0, 82.14, 0.7; GCA_005879315.1, s__40CM-4-68-19 sp005879315, 95.0, 79.55, 0.52; GCA_005879095.1, s__40CM-4-68-19 sp005879095, 95.0, 79.24, 0.54; GCA_005888115.1, s__40CM-4-68-19 sp005888115, 95.0, 79.02, 0.45; GCA_005879805.1, s__40CM-4-68-19 sp005879805, 95.0, 78.34, 0.34	89.16	11		
10539_68_8	14_1009_05_40cm_Actinobacteria_10539_68_8	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51 sp005885035	GCA_005885035.1	95.0	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51 sp005885035	99.32	0.93	GCA_005885035.1	95.0	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__AC-51 sp005885035	99.32	0.93	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_005883885.1, s__AC-51 sp005883885, 95.0, 91.35, 0.87; GCA_005884925.1, s__AC-51 sp005884925, 95.0, 87.78, 0.82	90.53	11		
7713_68_14	14_1009_09_20cm_Bacteria_7713_68_14	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__VBGR01;s__VBGR01 sp005880695	GCA_005880695.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__VBGR01;s__VBGR01 sp005880695	99.97	0.98	GCA_005880695.1	95.0	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__VBGR01;s__VBGR01 sp005880695	99.97	0.98	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments		89.2	11		
