user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016718415.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_902825795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902825795	90.45	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.65, 0.23; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.45, 0.21; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 78.44, 0.2; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 78.38, 0.25; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 78.21, 0.23; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.03, 0.18; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.0, 0.25; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.29, 0.17	89.36	11	0.988766539	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016718425.1	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__CAINDZ01;s__											d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__;s__	taxonomic novelty determined using RED			93.45	11	0.940806144	
GCA_016718465.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_002360455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp002360455	75.95	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_013140975.1, s__UBA3362 sp013140975, 95.0, 76.03, 0.05	90.11	11	0.905278229	
GCA_016718485.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__SSC4;g__SSC4;s__						GCA_013693795.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__SSC4;g__SSC4;s__SSC4 sp013693795	76.96	0.2	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__;g__;s__	taxonomic classification defined by topology and ANI			91.78	11	0.856816867	
GCA_016718505.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification fully defined by topology			91.58	11	0.787928303	
GCA_016718525.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification fully defined by topology			97.64	11	0.879265817	
GCA_016718545.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.43, 0.43; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.39, 0.39; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 79.24, 0.25; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 78.75, 0.29; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 78.74, 0.23; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.73, 0.27; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.7, 0.26; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.35, 0.24; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.68, 0.23	94.7	11	0.947831732	
GCA_016718555.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABQG01;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__	taxonomic novelty determined using RED			92.1	11	0.966439005	
GCA_016718565.1	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__											d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__;s__	taxonomic novelty determined using RED			94.54	11	0.876716965	
GCA_016718605.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__Aquimonas sp002068275	GCA_002068275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__Aquimonas sp002068275	99.31	0.94	GCA_002068275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__Aquimonas sp002068275	99.31	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Aquimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002352135.1, s__Aquimonas sp002352135, 95.0, 82.54, 0.66; GCF_900101825.1, s__Aquimonas voraii, 95.0, 77.62, 0.2	98.23	11		
GCA_016718615.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 79.04, 0.08; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.25, 0.05; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 77.16, 0.13; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.05, 0.05; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 76.85, 0.13; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 76.75, 0.07; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 76.54, 0.11; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 76.45, 0.09; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 76.25, 0.06	94.26	11	0.948778471	
GCA_016718635.1	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__						GCA_002333425.1	95.0	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__UBA2033 sp002333425	80.09	0.5	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__UBA2033;s__	taxonomic classification defined by topology and ANI		GCA_013297885.1, s__UBA2033 sp013297885, 95.0, 75.87, 0.12	89.04	11	0.97072872	
GCA_016718655.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 80.24, 0.32; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 80.11, 0.31; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 79.82, 0.36; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.65, 0.33; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.52, 0.3; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 79.39, 0.29; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.38, 0.3; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.9, 0.2; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.76, 0.23	86.62	11	0.948539776	
GCA_016718685.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__						GCF_000212735.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__Haliscomenobacter hydrossis	91.5	0.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter;s__	taxonomic classification defined by topology and ANI		GCA_013299105.1, s__Haliscomenobacter sp013299105, 95.0, 76.65, 0.13	82.13	11	0.994216987	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016718695.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__						GCA_002473275.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	81.25	0.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__;s__	taxonomic classification defined by topology and ANI			94.64	11	0.930375136	
GCA_016718725.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__						GCA_002256295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__Leadbetterella sp002256295	77.36	0.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__	taxonomic classification defined by topology and ANI		GCF_000166395.1, s__Leadbetterella byssophila, 95.0, 77.49, 0.05; GCF_009905725.1, s__Leadbetterella sp002483125, 95.0, 76.37, 0.06	90.15	11	0.963917772	
GCA_016718745.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__						GCA_003455235.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp003455235	77.1	0.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI		GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 78.23, 0.31; GCA_903878475.1, s__Ferruginibacter sp903878475, 95.0, 77.24, 0.28; GCA_014379905.1, s__Ferruginibacter sp014379905, 95.0, 77.02, 0.15; GCA_002352045.1, s__Ferruginibacter sp002352045, 95.0, 76.84, 0.16; GCA_903831575.1, s__Ferruginibacter sp903831575, 95.0, 76.81, 0.11; GCA_903871575.1, s__Ferruginibacter sp903871575, 95.0, 76.79, 0.08; GCA_903858475.1, s__Ferruginibacter sp903858475, 95.0, 76.71, 0.13; GCA_014377975.1, s__Ferruginibacter sp014377975, 95.0, 76.63, 0.14; GCA_001898465.1, s__Ferruginibacter sp001898465, 95.0, 76.57, 0.13; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.53, 0.2; GCA_013288745.1, s__Ferruginibacter sp013288745, 95.0, 76.5, 0.13; GCA_014377385.1, s__Ferruginibacter sp014377385, 95.0, 76.49, 0.13; GCA_014379625.1, s__Ferruginibacter sp014379625, 95.0, 76.46, 0.13; GCA_002343985.1, s__Ferruginibacter sp002343985, 95.0, 76.37, 0.09; GCA_002400445.1, s__Ferruginibacter sp002400445, 95.0, 76.35, 0.1; GCA_002336815.1, s__Ferruginibacter sp002336815, 95.0, 76.35, 0.11; GCA_009885535.1, s__Ferruginibacter sp009885535, 95.0, 76.34, 0.09; GCA_013141435.1, s__Ferruginibacter sp013141435, 95.0, 76.13, 0.09; GCA_002381005.1, s__Ferruginibacter sp002381005, 95.0, 76.11, 0.14; GCA_003534175.1, s__Ferruginibacter sp003534175, 95.0, 76.05, 0.08; GCA_013298665.1, s__Ferruginibacter sp013298665, 95.0, 75.97, 0.08	91.19	11	0.938892864	
GCA_016718755.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__						GCA_001567165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__OLB11 sp001567165	76.21	0.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__	taxonomic classification defined by topology and ANI		GCA_013414745.1, s__OLB11 sp013414745, 95.0, 77.09, 0.06; GCA_903881265.1, s__OLB11 sp903881265, 95.0, 76.2, 0.1; GCA_903875055.1, s__OLB11 sp903875055, 95.0, 75.83, 0.08	96.21	11	0.917423019	
GCA_016718775.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__						GCA_009780885.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__WQZF01;s__WQZF01 sp009780885	77.46	0.21	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic classification defined by topology and ANI			86.96	11	0.827082218	
GCA_016718805.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__						GCA_002389785.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__UBA4408;s__UBA4408 sp002389785	88.87	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__UBA4408;g__;s__	taxonomic classification defined by topology and ANI			95.73	11	0.968392534	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016718825.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__J057;f__;g__;s__	taxonomic novelty determined using RED			94.36	11	0.6778854	
GCA_016718845.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__;s__	taxonomic novelty determined using RED			89.2	11	0.787512176	
GCA_016718855.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio aalborgensis	GCF_900089945.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio aalborgensis	98.22	0.81	GCF_900089945.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__Propionivibrio aalborgensis	98.22	0.81	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903910495.1, s__Propionivibrio sp903910495, 95.0, 79.04, 0.29; GCA_903886975.1, s__Propionivibrio sp903886975, 95.0, 78.41, 0.27; GCA_903917505.1, s__Propionivibrio sp903917505, 95.0, 77.94, 0.23; GCA_002304785.1, s__Propionivibrio sp002304785, 95.0, 77.84, 0.2; GCF_009469695.1, s__Propionivibrio limicola, 95.0, 77.77, 0.22; GCF_900099695.1, s__Propionivibrio dicarboxylicus, 95.0, 77.7, 0.18; GCA_003249625.1, s__Propionivibrio sp003249625, 95.0, 77.42, 0.16; GCA_903916205.1, s__Propionivibrio sp903916205, 95.0, 76.71, 0.16	91.94	11		
GCA_016718875.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__						GCA_001768195.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp001768195	77.73	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI		GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.8, 0.08; GCA_003141525.1, s__LD21 sp003141525, 95.0, 76.77, 0.1; GCA_003141895.1, s__LD21 sp003141895, 95.0, 76.66, 0.11; GCA_903824785.1, s__LD21 sp903824785, 95.0, 76.54, 0.14; GCA_003141495.1, s__LD21 sp003141495, 95.0, 76.49, 0.1; GCA_903844815.1, s__LD21 sp903844815, 95.0, 76.48, 0.09; GCA_003162595.1, s__LD21 sp003162595, 95.0, 76.43, 0.09; GCA_003141415.1, s__LD21 sp003141415, 95.0, 76.38, 0.09; GCA_003157015.1, s__LD21 sp003157015, 95.0, 76.37, 0.09; GCA_002319885.1, s__LD21 sp002319885, 95.0, 76.36, 0.09; GCA_012519515.1, s__LD21 sp012519515, 95.0, 76.34, 0.04; GCA_003157075.1, s__LD21 sp003157075, 95.0, 76.26, 0.09; GCA_003152835.1, s__LD21 sp003152835, 95.0, 76.25, 0.09; GCA_003157055.1, s__LD21 sp003157055, 95.0, 76.24, 0.1; GCA_002319915.1, s__LD21 sp002319915, 95.0, 76.22, 0.04; GCA_002070505.1, s__LD21 sp002070505, 95.0, 76.21, 0.07; GCA_012517605.1, s__LD21 sp012517605, 95.0, 76.17, 0.08; GCA_002424525.1, s__LD21 sp002424525, 95.0, 76.17, 0.06; GCA_002328625.1, s__LD21 sp002328625, 95.0, 76.17, 0.07; GCA_012729475.1, s__LD21 sp012729475, 95.0, 76.17, 0.07; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.1, 0.07; GCA_002428385.1, s__LD21 sp002428385, 95.0, 76.09, 0.05; GCA_003155705.1, s__LD21 sp003155705, 95.0, 76.06, 0.08; GCA_003141715.1, s__LD21 sp003141715, 95.0, 76.04, 0.11; GCA_003501665.1, s__LD21 sp003501665, 95.0, 76.04, 0.05; GCA_012522155.1, s__LD21 sp012522155, 95.0, 76.03, 0.05; GCA_013314865.1, s__LD21 sp013314865, 95.0, 75.82, 0.05; GCA_009877105.1, s__LD21 sp009877105, 95.0, 75.8, 0.06	89.58	11	0.964675354	
GCA_016718895.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED			96.09	11	0.902290574	
GCA_016718925.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	ANI		GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 79.93, 0.32; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 79.9, 0.32; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 79.63, 0.36; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.39, 0.33; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.2, 0.32; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.17, 0.31; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 79.16, 0.29; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.62, 0.19; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.73, 0.21	89.8	11	0.9486152	
GCA_016718945.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__;s__	taxonomic classification fully defined by topology			96.7	11	0.840178862	
GCA_016718955.1	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__						GCA_003158755.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__FEN-1173;g__FEN-1173;s__FEN-1173 sp003158755	76.57	0.06	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__F11;f__;g__;s__	taxonomic classification defined by topology and ANI			83.07	11	0.789527729	
GCA_016718975.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__						GCA_002344965.1	95.0	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__UBA2330 sp002344965	76.41	0.22	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__;s__	taxonomic classification defined by topology and ANI			95.18	11	0.863575278	
GCA_016719005.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			93.59	11	0.866936799	
GCA_016719015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI		GCF_002127295.1, s__JJ008 sp002127295, 95.0, 78.46, 0.37; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 78.45, 0.33; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.49, 0.28; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 77.44, 0.23; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.42, 0.25; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 77.37, 0.24; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 77.14, 0.22; GCA_014190475.1, s__JJ008 sp014190475, 95.0, 76.58, 0.11; GCA_002342205.1, s__JJ008 sp002342205, 95.0, 76.54, 0.13; GCA_002378975.1, s__JJ008 sp002378975, 95.0, 76.54, 0.04; GCA_002069045.1, s__JJ008 sp002069045, 95.0, 76.18, 0.18; GCA_903879995.1, s__JJ008 sp903879995, 95.0, 76.12, 0.07; GCA_005791465.1, s__JJ008 sp005791465, 95.0, 76.12, 0.1; GCA_003489485.1, s__JJ008 sp003489485, 95.0, 75.82, 0.09; GCA_005789565.1, s__JJ008 sp005789565, 95.0, 75.37, 0.04	95.04	11	0.958310513	
GCA_016719045.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	taxonomic novelty determined using RED			89.87	11	0.790580603	
