genome_id,source,Level,WGS,Chrs,BioSample,strain,organism,genus,species,closest_placement_reference
GCA_016713535.1,ncbi,Contig,JADJOY000000000,undefined,SAMN16425958,Fred_18-Q3-R57-64_BATAC.269,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016713425.1,ncbi,Contig,JADJPE000000000,undefined,SAMN16425964,Fred_18-Q3-R57-64_BATAC.308,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016715415.1,ncbi,Contig,JADKAD000000000,undefined,SAMN16426274,Lyne_18-Q3-R50-59_MAXAC.349,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016715675.1,ncbi,Contig,JADJZP000000000,undefined,SAMN16426259,Lyne_18-Q3-R50-59_MAXAC.106_sub,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016704445.1,ncbi,Contig,JADJAE000000000,undefined,SAMN16425550,AalW_18-Q3-R10-53_BATAC.29,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016706815.1,ncbi,Contig,JADJIW000000000,undefined,SAMN16425786,Ejby_18-Q3-R6-50_BAT3C.362,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016708475.1,ncbi,Contig,JADJFQ000000000,undefined,SAMN16425698,Bjer_18-Q3-R1-45_MAXAC.089,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016709225.1,ncbi,Contig,JADJEE000000000,undefined,SAMN16425658,Aved_18-Q3-R54-62_MAXAC.397_sub,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016703535.1,ncbi,Contig,JADJBV000000000,undefined,SAMN16425596,Aved_18-Q3-R54-62_BAT3C.540,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016699445.1,ncbi,Complete genome,undefined,1,SAMN16425920,EsbW_18-Q3-R4-48_MAXAC.279_cln,Deltaproteobacteria bacterium,Deltaproteobacteria,bacterium,
GCA_016713105.1,ncbi,Contig,JADJPS000000000,undefined,SAMN16425979,Fred_18-Q3-R57-64_BATAC.601,Devosia sp.,Devosia,sp.,
GCA_016712865.1,ncbi,Contig,JADJQH000000000,undefined,SAMN16425996,Fred_18-Q3-R57-64_MAXAC.209,Dokdonella sp.,Dokdonella,sp.,
GCA_016705335.1,ncbi,Contig,JADIYN000000000,undefined,SAMN16425505,AalE_18-Q3-R2-46_BATAC.180,Draconibacterium sp.,Draconibacterium,sp.,
GCA_016702405.1,ncbi,Contig,JADJDY000000000,undefined,SAMN16425652,Aved_18-Q3-R54-62_MAXAC.321,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016706425.1,ncbi,Contig,JADJJR000000000,undefined,SAMN16425807,Ejby_18-Q3-R6-50_MAXAC.192,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016709555.1,ncbi,Contig,JADJMP000000000,undefined,SAMN16425886,EsbW_18-Q3-R4-48_BATAC.445,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016711425.1,ncbi,Contig,JADJTB000000000,undefined,SAMN16426072,Hade_18-Q3-R52-61_MAXAC.319,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016706945.1,ncbi,Contig,JADJIN000000000,undefined,SAMN16425777,Ega_18-Q3-R5-49_MAXAC.199,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016707615.1,ncbi,Contig,JADJHG000000000,undefined,SAMN16425742,Damh_18-Q3-R51-60_MAXAC.210,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016712845.1,ncbi,Contig,JADJQJ000000000,undefined,SAMN16425998,Fred_18-Q3-R57-64_MAXAC.222,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016716755.1,ncbi,Contig,JADJUZ000000000,undefined,SAMN16426124,Hirt_18-Q3-R61-65_MAXAC.245,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016715575.1,ncbi,Contig,JADJZV000000000,undefined,SAMN16426265,Lyne_18-Q3-R50-59_MAXAC.254,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016715645.1,ncbi,Contig,JADJZR000000000,undefined,SAMN16426261,Lyne_18-Q3-R50-59_MAXAC.215,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016714745.1,ncbi,Contig,JADKCG000000000,undefined,SAMN16426332,OdNE_18-Q3-R46-58_BATAC.493,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016718955.1,ncbi,Contig,JADKBI000000000,undefined,SAMN16426307,Mari_18-Q3-R65-66_MAXAC.209,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016717495.1,ncbi,Contig,JADKFN000000000,undefined,SAMN16426418,Rand_18-Q3-R56-63_MAXAC.175,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016722185.1,ncbi,Contig,JADKGS000000000,undefined,SAMN16426451,Ribe_18-Q3-R11-54_MAXAC.186,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016721625.1,ncbi,Contig,JADKHR000000000,undefined,SAMN16426477,Skiv_18-Q3-R9-52_BATAC.164,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016720205.1,ncbi,Contig,JADKLB000000000,undefined,SAMN16426568,Viby_18-Q3-R106-67_MAXAC.151,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016722605.1,ncbi,Contig,JADKJA000000000,undefined,SAMN16426512,Skiv_18-Q3-R9-52_MAXAC.277,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016722575.1,ncbi,Contig,JADKIY000000000,undefined,SAMN16426510,Skiv_18-Q3-R9-52_MAXAC.212,Elusimicrobia bacterium,Elusimicrobia,bacterium,
GCA_016699655.1,ncbi,Complete genome,undefined,1,SAMN16425993,Fred_18-Q3-R57-64_MAXAC.109_cln,Fibrobacteres bacterium,Fibrobacteres,bacterium,
GCA_016718115.1,ncbi,Contig,JADKEE000000000,undefined,SAMN16426382,OdNW_18-Q3-R42-56_MAXAC.143,Fibrobacteres bacterium,Fibrobacteres,bacterium,
GCA_016715065.1,ncbi,Contig,JADKBN000000000,undefined,SAMN16426313,OdNE_18-Q3-R46-58_BAT3C.189,Fibrobacteres bacterium,Fibrobacteres,bacterium,
GCA_016712035.1,ncbi,Contig,JADJRT000000000,undefined,SAMN16426038,Hade_18-Q3-R52-61_BATAC.180,Flammeovirgaceae bacterium,Flammeovirgaceae,bacterium,
GCA_016709845.1,ncbi,Contig,JADJMA000000000,undefined,SAMN16425871,EsbW_18-Q3-R4-48_BAT3C.7,Flammeovirgaceae bacterium,Flammeovirgaceae,bacterium,
GCA_016700415.1,ncbi,Complete genome,undefined,1,SAMN16426537,Vibo_18-Q3-R45-57_BATAC.458_cln,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016702315.1,ncbi,Contig,JADJEC000000000,undefined,SAMN16425656,Aved_18-Q3-R54-62_MAXAC.390,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016703685.1,ncbi,Contig,JADJBO000000000,undefined,SAMN16425586,AalW_18-Q3-R10-53_MAXAC.410,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016703105.1,ncbi,Contig,JADJCS000000000,undefined,SAMN16425620,Aved_18-Q3-R54-62_BATAC.626,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016703005.1,ncbi,Contig,JADJCX000000000,undefined,SAMN16425625,Aved_18-Q3-R54-62_BATAC.823_sub,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016702645.1,ncbi,Contig,JADJDP000000000,undefined,SAMN16425643,Aved_18-Q3-R54-62_MAXAC.228_sub,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016702475.1,ncbi,Contig,JADJDX000000000,undefined,SAMN16425651,Aved_18-Q3-R54-62_MAXAC.302,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016699575.1,ncbi,Complete genome,undefined,1,SAMN16425927,Fred_18-Q3-R57-64_BAT3C.208,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016710015.1,ncbi,Contig,JADJLR000000000,undefined,SAMN16425861,EsbW_18-Q3-R4-48_BAT3C.247,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016708985.1,ncbi,Contig,JADJER000000000,undefined,SAMN16425672,Bjer_18-Q3-R1-45_BAT3C.224,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016710965.1,ncbi,Contig,JADJTW000000000,undefined,SAMN16426094,Hirt_18-Q3-R61-65_BATAC.102,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016710685.1,ncbi,Contig,JADJVC000000000,undefined,SAMN16426128,Hirt_18-Q3-R61-65_MAXAC.366,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016710705.1,ncbi,Contig,JADJUI000000000,undefined,SAMN16426106,Hirt_18-Q3-R61-65_BATAC.519,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016706735.1,ncbi,Contig,JADJJC000000000,undefined,SAMN16425792,Ejby_18-Q3-R6-50_BATAC.215_sub,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016707365.1,ncbi,Contig,JADJHV000000000,undefined,SAMN16425758,Ega_18-Q3-R5-49_BATAC.280,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016707465.1,ncbi,Contig,JADJHO000000000,undefined,SAMN16425751,Ega_18-Q3-R5-49_BAT3C.230,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016707385.1,ncbi,Contig,JADJHT000000000,undefined,SAMN16425756,Ega_18-Q3-R5-49_BATAC.220,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016708425.1,ncbi,Contig,JADJFW000000000,undefined,SAMN16425704,Bjer_18-Q3-R1-45_MAXAC.115,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016708235.1,ncbi,Contig,JADJGD000000000,undefined,SAMN16425711,Bjer_18-Q3-R1-45_MAXAC.229,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016708225.1,ncbi,Contig,JADJGG000000000,undefined,SAMN16425714,Damh_18-Q3-R51-60_BAT3C.248,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016706435.1,ncbi,Contig,JADJJQ000000000,undefined,SAMN16425806,Ejby_18-Q3-R6-50_MAXAC.161,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016705805.1,ncbi,Contig,JADJKY000000000,undefined,SAMN16425842,EsbE_18-Q3-R3-47_MAXAC.074,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016705955.1,ncbi,Contig,JADJKO000000000,undefined,SAMN16425832,EsbE_18-Q3-R3-47_BATAC.451,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016706145.1,ncbi,Contig,JADJKF000000000,undefined,SAMN16425823,EsbE_18-Q3-R3-47_BAT3C.309,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016705095.1,ncbi,Contig,JADIYX000000000,undefined,SAMN16425515,AalE_18-Q3-R2-46_BATAC.604,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016705675.1,ncbi,Contig,JADJLC000000000,undefined,SAMN16425846,EsbE_18-Q3-R3-47_MAXAC.140,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016705545.1,ncbi,Contig,JADIYA000000000,undefined,SAMN16425492,AalE_18-Q3-R2-46_BAT3C.189,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016704785.1,ncbi,Contig,JADIZL000000000,undefined,SAMN16425529,AalE_18-Q3-R2-46_MAXAC.235,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016704195.1,ncbi,Contig,JADJAP000000000,undefined,SAMN16425561,AalW_18-Q3-R10-53_BATAC.822,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016704175.1,ncbi,Contig,JADJAQ000000000,undefined,SAMN16425562,AalW_18-Q3-R10-53_BATAC.872,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016704485.1,ncbi,Contig,JADJAA000000000,undefined,SAMN16425546,AalW_18-Q3-R10-53_BATAC.16,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016712025.1,ncbi,Contig,JADJRW000000000,undefined,SAMN16426041,Hade_18-Q3-R52-61_BATAC.255,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016712535.1,ncbi,Contig,JADJQW000000000,undefined,SAMN16426012,Fred_18-Q3-R57-64_MAXAC.344,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016713875.1,ncbi,Contig,JADJOI000000000,undefined,SAMN16425938,Fred_18-Q3-R57-64_BAT3C.401,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016713865.1,ncbi,Contig,JADJOG000000000,undefined,SAMN16425936,Fred_18-Q3-R57-64_BAT3C.352,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016715385.1,ncbi,Contig,JADKAB000000000,undefined,SAMN16426272,Lyne_18-Q3-R50-59_MAXAC.330,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016714845.1,ncbi,Contig,JADKCB000000000,undefined,SAMN16426327,OdNE_18-Q3-R46-58_BATAC.288,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016716825.1,ncbi,Contig,JADJUY000000000,undefined,SAMN16426123,Hirt_18-Q3-R61-65_MAXAC.232,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016716605.1,ncbi,Contig,JADJWA000000000,undefined,SAMN16426154,Kalu_18-Q3-R12-55_BAT3C.130,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016716865.1,ncbi,Contig,JADJUU000000000,undefined,SAMN16426119,Hirt_18-Q3-R61-65_MAXAC.133,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016717225.1,ncbi,Contig,JADKGB000000000,undefined,SAMN16426432,Ribe_18-Q3-R11-54_BAT3C.87,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016715895.1,ncbi,Contig,JADJXH000000000,undefined,SAMN16426191,Kalu_18-Q3-R12-55_MAXAC.077,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016715995.1,ncbi,Contig,JADJXF000000000,undefined,SAMN16426188,Kalu_18-Q3-R12-55_MAXAC.064,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016718415.1,ncbi,Contig,JADKDH000000000,undefined,SAMN16426359,OdNW_18-Q3-R42-56_BAT3C.379,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016717915.1,ncbi,Contig,JADKET000000000,undefined,SAMN16426398,Rand_18-Q3-R56-63_BAT3C.48,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016717445.1,ncbi,Contig,JADKFQ000000000,undefined,SAMN16426421,Rand_18-Q3-R56-63_MAXAC.211,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016717305.1,ncbi,Contig,JADKFY000000000,undefined,SAMN16426429,Ribe_18-Q3-R11-54_BAT3C.418,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016717735.1,ncbi,Contig,JADKEX000000000,undefined,SAMN16426402,Rand_18-Q3-R56-63_BATAC.229,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016718925.1,ncbi,Contig,JADKBF000000000,undefined,SAMN16426304,Mari_18-Q3-R65-66_MAXAC.089_sub,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016718655.1,ncbi,Contig,JADKCV000000000,undefined,SAMN16426347,OdNE_18-Q3-R46-58_MAXAC.100_sub,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016718615.1,ncbi,Contig,JADKDA000000000,undefined,SAMN16426352,OdNW_18-Q3-R42-56_BAT3C.137,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016718545.1,ncbi,Contig,JADKDC000000000,undefined,SAMN16426354,OdNW_18-Q3-R42-56_BAT3C.192,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016719255.1,ncbi,Contig,JADKAI000000000,undefined,SAMN16426280,Mari_18-Q3-R65-66_BAT3C.227,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016719225.1,ncbi,Contig,JADKAN000000000,undefined,SAMN16426286,Mari_18-Q3-R65-66_BAT3C.397,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016720105.1,ncbi,Contig,JADJXU000000000,undefined,SAMN16426210,Lyne_18-Q3-R50-59_BAT3C.189,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016721005.1,ncbi,Contig,JADKJM000000000,undefined,SAMN16426525,Vibo_18-Q3-R45-57_BATAC.153,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016721685.1,ncbi,Contig,JADKHP000000000,undefined,SAMN16426475,Skiv_18-Q3-R9-52_BAT3C.511,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016721825.1,ncbi,Contig,JADKHI000000000,undefined,SAMN16426468,Skiv_18-Q3-R9-52_BAT3C.268,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016722445.1,ncbi,Contig,JADKIZ000000000,undefined,SAMN16426511,Skiv_18-Q3-R9-52_MAXAC.254,Flavobacteriales bacterium,Flavobacteriales,bacterium,
GCA_016721735.1,ncbi,Contig,JADKHM000000000,undefined,SAMN16426472,Skiv_18-Q3-R9-52_BAT3C.440,Flavobacterium sp.,Flavobacterium,sp.,
GCA_016718345.1,ncbi,Contig,JADKDN000000000,undefined,SAMN16426365,OdNW_18-Q3-R42-56_BATAC.385,Flavobacterium sp.,Flavobacterium,sp.,
GCA_016714905.1,ncbi,Contig,JADKBW000000000,undefined,SAMN16426322,OdNE_18-Q3-R46-58_BATAC.16,Flavobacterium sp.,Flavobacterium,sp.,
GCA_016703985.1,ncbi,Contig,JADJAZ000000000,undefined,SAMN16425571,AalW_18-Q3-R10-53_MAXAC.084,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016716075.1,ncbi,Contig,JADJXB000000000,undefined,SAMN16426182,Kalu_18-Q3-R12-55_BATAC.81,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016716465.1,ncbi,Contig,JADJWH000000000,undefined,SAMN16426162,Kalu_18-Q3-R12-55_BAT3C.208,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016712635.1,ncbi,Contig,JADJQS000000000,undefined,SAMN16426007,Fred_18-Q3-R57-64_MAXAC.292,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016712905.1,ncbi,Contig,JADJQE000000000,undefined,SAMN16425992,Fred_18-Q3-R57-64_MAXAC.073,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016711975.1,ncbi,Contig,JADJRX000000000,undefined,SAMN16426042,Hade_18-Q3-R52-61_BATAC.282,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016718385.1,ncbi,Contig,JADKDK000000000,undefined,SAMN16426362,OdNW_18-Q3-R42-56_BATAC.277,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016717785.1,ncbi,Contig,JADKEY000000000,undefined,SAMN16426403,Rand_18-Q3-R56-63_BATAC.255,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016718945.1,ncbi,Contig,JADKBG000000000,undefined,SAMN16426305,Mari_18-Q3-R65-66_MAXAC.093,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016705225.1,ncbi,Contig,JADIYQ000000000,undefined,SAMN16425508,AalE_18-Q3-R2-46_BATAC.258,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016705365.1,ncbi,Contig,JADIYI000000000,undefined,SAMN16425500,AalE_18-Q3-R2-46_BAT3C.320,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016706085.1,ncbi,Contig,JADJKI000000000,undefined,SAMN16425826,EsbE_18-Q3-R3-47_BATAC.204,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016707425.1,ncbi,Contig,JADJHU000000000,undefined,SAMN16425757,Ega_18-Q3-R5-49_BATAC.239,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016707795.1,ncbi,Contig,JADJGY000000000,undefined,SAMN16425734,Damh_18-Q3-R51-60_MAXAC.071,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016708925.1,ncbi,Contig,JADJET000000000,undefined,SAMN16425674,Bjer_18-Q3-R1-45_BAT3C.258,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016709565.1,ncbi,Contig,JADJMN000000000,undefined,SAMN16425884,EsbW_18-Q3-R4-48_BATAC.420,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,
GCA_016720905.1,ncbi,Contig,JADKJT000000000,undefined,SAMN16426532,Vibo_18-Q3-R45-57_BATAC.273,Gemmatimonadaceae bacterium,Gemmatimonadaceae,bacterium,
GCA_016702955.1,ncbi,Contig,JADJCY000000000,undefined,SAMN16425626,Aved_18-Q3-R54-62_BATAC.843,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016702715.1,ncbi,Contig,JADJDL000000000,undefined,SAMN16425639,Aved_18-Q3-R54-62_MAXAC.126,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016720805.1,ncbi,Contig,JADKJZ000000000,undefined,SAMN16426540,Vibo_18-Q3-R45-57_BATAC.481,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016721935.1,ncbi,Contig,JADKHD000000000,undefined,SAMN16426462,Skiv_18-Q3-R9-52_BAT3C.167,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016719105.1,ncbi,Contig,JADKAQ000000000,undefined,SAMN16426289,Mari_18-Q3-R65-66_BATAC.295,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016717965.1,ncbi,Contig,JADKEP000000000,undefined,SAMN16426394,Rand_18-Q3-R56-63_BAT3C.236,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016717475.1,ncbi,Contig,JADKFK000000000,undefined,SAMN16426415,Rand_18-Q3-R56-63_MAXAC.104,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016712265.1,ncbi,Contig,JADJRJ000000000,undefined,SAMN16426027,Fred_18-Q3-R57-64_MAXAC.423,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016713785.1,ncbi,Contig,JADJOM000000000,undefined,SAMN16425946,Fred_18-Q3-R57-64_BAT3C.6,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016714015.1,ncbi,Contig,JADJNZ000000000,undefined,SAMN16425929,Fred_18-Q3-R57-64_BAT3C.243,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016713015.1,ncbi,Contig,JADJPX000000000,undefined,SAMN16425984,Fred_18-Q3-R57-64_BATAC.76,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016713435.1,ncbi,Contig,JADJPD000000000,undefined,SAMN16425963,Fred_18-Q3-R57-64_BATAC.299,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016716895.1,ncbi,Contig,JADJUT000000000,undefined,SAMN16426118,Hirt_18-Q3-R61-65_MAXAC.111,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016714295.1,ncbi,Contig,JADJNK000000000,undefined,SAMN16425907,EsbW_18-Q3-R4-48_MAXAC.084,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016715665.1,ncbi,Contig,JADJZO000000000,undefined,SAMN16426258,Lyne_18-Q3-R50-59_MAXAC.102,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016709975.1,ncbi,Contig,JADJLS000000000,undefined,SAMN16425862,EsbW_18-Q3-R4-48_BAT3C.251,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016709265.1,ncbi,Contig,JADJNL000000000,undefined,SAMN16425908,EsbW_18-Q3-R4-48_MAXAC.089,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016706765.1,ncbi,Contig,JADJIZ000000000,undefined,SAMN16425789,Ejby_18-Q3-R6-50_BAT3C.80,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016705815.1,ncbi,Contig,JADJKZ000000000,undefined,SAMN16425843,EsbE_18-Q3-R3-47_MAXAC.085,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016705425.1,ncbi,Contig,JADIYG000000000,undefined,SAMN16425498,AalE_18-Q3-R2-46_BAT3C.235,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016704795.1,ncbi,Contig,JADIZK000000000,undefined,SAMN16425528,AalE_18-Q3-R2-46_MAXAC.133,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016704275.1,ncbi,Contig,JADJAK000000000,undefined,SAMN16425556,AalW_18-Q3-R10-53_BATAC.41,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016704625.1,ncbi,Contig,JADIZT000000000,undefined,SAMN16425538,AalW_18-Q3-R10-53_BAT3C.461,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016704465.1,ncbi,Contig,JADJAD000000000,undefined,SAMN16425549,AalW_18-Q3-R10-53_BATAC.281,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,
GCA_016720395.1,ncbi,Contig,JADKKR000000000,undefined,SAMN16426558,Viby_18-Q3-R106-67_BAT3C.94,Geobacteraceae bacterium,Geobacteraceae,bacterium,
GCA_016716085.1,ncbi,Contig,JADJWY000000000,undefined,SAMN16426179,Kalu_18-Q3-R12-55_BATAC.288,Hahellaceae bacterium,Hahellaceae,bacterium,
GCA_016704305.1,ncbi,Contig,JADJAL000000000,undefined,SAMN16425557,AalW_18-Q3-R10-53_BATAC.498,Haliea sp.,Haliea,sp.,
GCA_016703175.1,ncbi,Contig,JADJCN000000000,undefined,SAMN16425615,Aved_18-Q3-R54-62_BATAC.558,Haliea sp.,Haliea,sp.,
GCA_016707205.1,ncbi,Contig,JADJHZ000000000,undefined,SAMN16425762,Ega_18-Q3-R5-49_BATAC.545,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016709065.1,ncbi,Contig,JADJEN000000000,undefined,SAMN16425667,Bjer_18-Q3-R1-45_BAT3C.170,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016715565.1,ncbi,Contig,JADJZS000000000,undefined,SAMN16426262,Lyne_18-Q3-R50-59_MAXAC.221,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016715005.1,ncbi,Contig,JADKBQ000000000,undefined,SAMN16426316,OdNE_18-Q3-R46-58_BAT3C.223,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016713275.1,ncbi,Contig,JADJPL000000000,undefined,SAMN16425972,Fred_18-Q3-R57-64_BATAC.439,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016718685.1,ncbi,Contig,JADKCX000000000,undefined,SAMN16426349,OdNE_18-Q3-R46-58_MAXAC.223,Haliscomenobacter sp.,Haliscomenobacter,sp.,
GCA_016715205.1,ncbi,Contig,JADKBC000000000,undefined,SAMN16426301,Mari_18-Q3-R65-66_MAXAC.049,Holophaga sp.,Holophaga,sp.,
GCA_016714685.1,ncbi,Contig,JADKCH000000000,undefined,SAMN16426333,OdNE_18-Q3-R46-58_MAXAC.008,Holophagaceae bacterium,Holophagaceae,bacterium,
