BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
NZ_RAWQ01000150.region001,NZ_RAWQ01000150,Corallococcus sp. strain AB030,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000156.region001,NZ_RAWQ01000156,Corallococcus sp. strain AB030,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000164.region001,NZ_RAWQ01000164,Corallococcus sp. strain AB030,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000169.region001,NZ_RAWQ01000169,Corallococcus sp. strain AB030,RiPP-like,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000170.region001,NZ_RAWQ01000170,Corallococcus sp. strain AB030,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000176.region001,NZ_RAWQ01000176,Corallococcus sp. strain AB030,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000197.region001,NZ_RAWQ01000197,Corallococcus sp. strain AB030,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000219.region001,NZ_RAWQ01000219,Corallococcus sp. strain AB030,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000233.region001,NZ_RAWQ01000233,Corallococcus sp. strain AB030,lanthipeptide-class-ii,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000246.region001,NZ_RAWQ01000246,Corallococcus sp. strain AB030,NRPS-like,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000247.region001,NZ_RAWQ01000247,Corallococcus sp. strain AB030,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWQ01000272.region001,NZ_RAWQ01000272,Corallococcus sp. strain AB030,RRE-containing,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003668965,NCBI
NZ_RAWR01000001.region001,NZ_RAWR01000001,Corallococcus sp. strain AB018,NRPS-like.transAT-PKS.PKS-like,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000004.region001,NZ_RAWR01000004,Corallococcus sp. strain AB018,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000008.region001,NZ_RAWR01000008,Corallococcus sp. strain AB018,RiPP-like,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000009.region001,NZ_RAWR01000009,Corallococcus sp. strain AB018,T1PKS,PKSI,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000016.region001,NZ_RAWR01000016,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000022.region001,NZ_RAWR01000022,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000023.region001,NZ_RAWR01000023,Corallococcus sp. strain AB018,RiPP-like.RRE-containing,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000025.region001,NZ_RAWR01000025,Corallococcus sp. strain AB018,lanthipeptide-class-ii,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000026.region001,NZ_RAWR01000026,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000027.region001,NZ_RAWR01000027,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000028.region001,NZ_RAWR01000028,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000030.region001,NZ_RAWR01000030,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000032.region001,NZ_RAWR01000032,Corallococcus sp. strain AB018,LAP.RiPP-like,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000040.region001,NZ_RAWR01000040,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000042.region001,NZ_RAWR01000042,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000043.region001,NZ_RAWR01000043,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000048.region001,NZ_RAWR01000048,Corallococcus sp. strain AB018,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000050.region001,NZ_RAWR01000050,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000051.region001,NZ_RAWR01000051,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000052.region001,NZ_RAWR01000052,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000054.region001,NZ_RAWR01000054,Corallococcus sp. strain AB018,T3PKS,PKSother,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000061.region001,NZ_RAWR01000061,Corallococcus sp. strain AB018,lanthipeptide-class-i,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000065.region001,NZ_RAWR01000065,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000069.region001,NZ_RAWR01000069,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000077.region001,NZ_RAWR01000077,Corallococcus sp. strain AB018,arylpolyene,Others,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000080.region001,NZ_RAWR01000080,Corallococcus sp. strain AB018,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000096.region001,NZ_RAWR01000096,Corallococcus sp. strain AB018,RiPP-like,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000113.region001,NZ_RAWR01000113,Corallococcus sp. strain AB018,NRPS-like,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000119.region001,NZ_RAWR01000119,Corallococcus sp. strain AB018,thioamitides.thiopeptide,Others,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000120.region001,NZ_RAWR01000120,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000122.region001,NZ_RAWR01000122,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000123.region001,NZ_RAWR01000123,Corallococcus sp. strain AB018,RRE-containing,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000147.region001,NZ_RAWR01000147,Corallococcus sp. strain AB018,lanthipeptide-class-ii,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000160.region001,NZ_RAWR01000160,Corallococcus sp. strain AB018,terpene,Terpene,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000164.region001,NZ_RAWR01000164,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000166.region001,NZ_RAWR01000166,Corallococcus sp. strain AB018,NRPS-like,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000175.region001,NZ_RAWR01000175,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000201.region001,NZ_RAWR01000201,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000206.region001,NZ_RAWR01000206,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000231.region001,NZ_RAWR01000231,Corallococcus sp. strain AB018,phenazine,Others,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000232.region001,NZ_RAWR01000232,Corallococcus sp. strain AB018,thioamitides,Others,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000235.region001,NZ_RAWR01000235,Corallococcus sp. strain AB018,T1PKS.NRPS,PKS-NRP_Hybrids,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000253.region001,NZ_RAWR01000253,Corallococcus sp. strain AB018,NRPS,NRPS,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_RAWR01000409.region001,NZ_RAWR01000409,Corallococcus sp. strain AB018,RiPP-like,RiPPs,Corallococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus exiguus",GCF_003986945,NCBI
NZ_SADD01000002.region001,NZ_SADD01000002,Lujinxingia sediminis strain SEH01,hglE-KS,PKSother,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SADD01000002.region002,NZ_SADD01000002,Lujinxingia sediminis strain SEH01,T1PKS,PKSI,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SADD01000004.region001,NZ_SADD01000004,Lujinxingia sediminis strain SEH01,NRPS-like,NRPS,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SADD01000012.region001,NZ_SADD01000012,Lujinxingia sediminis strain SEH01,NRPS-like,NRPS,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SADD01000013.region001,NZ_SADD01000013,Lujinxingia sediminis strain SEH01,lassopeptide,RiPPs,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SADD01000015.region001,NZ_SADD01000015,Lujinxingia sediminis strain SEH01,terpene,Terpene,Lujinxingia sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Lujinxingia,Lujinxingia sediminis",GCF_004005565,NCBI
NZ_SNXT01000001.region001,NZ_SNXT01000001,Bradymonas sediminis strain DSM 28820,terpene,Terpene,Bradymonas sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Bradymonas,Bradymonas sediminis",GCF_004362595,NCBI
NZ_SNXT01000001.region002,NZ_SNXT01000001,Bradymonas sediminis strain DSM 28820,terpene,Terpene,Bradymonas sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Bradymonas,Bradymonas sediminis",GCF_004362595,NCBI
NZ_SNXT01000002.region001,NZ_SNXT01000002,Bradymonas sediminis strain DSM 28820,T1PKS,PKSI,Bradymonas sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Bradymonas,Bradymonas sediminis",GCF_004362595,NCBI
NZ_SNXT01000008.region001,NZ_SNXT01000008,Bradymonas sediminis strain DSM 28820,NRPS-like,NRPS,Bradymonas sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Bradymonas,Bradymonas sediminis",GCF_004362595,NCBI
NZ_SNXT01000011.region001,NZ_SNXT01000011,Bradymonas sediminis strain DSM 28820,lassopeptide,RiPPs,Bradymonas sediminis,"Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,Bradymonas,Bradymonas sediminis",GCF_004362595,NCBI
NZ_SRLU01000001.region001,NZ_SRLU01000001,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000002.region001,NZ_SRLU01000002,Myxococcus sp. strain CA006,ladderane.lanthipeptide-class-ii,Others,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000003.region001,NZ_SRLU01000003,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000006.region001,NZ_SRLU01000006,Myxococcus sp. strain CA006,transAT-PKS.PKS-like.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000007.region001,NZ_SRLU01000007,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000009.region001,NZ_SRLU01000009,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000012.region001,NZ_SRLU01000012,Myxococcus sp. strain CA006,T3PKS,PKSother,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000013.region001,NZ_SRLU01000013,Myxococcus sp. strain CA006,T1PKS,PKSI,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000016.region001,NZ_SRLU01000016,Myxococcus sp. strain CA006,terpene,Terpene,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000018.region001,NZ_SRLU01000018,Myxococcus sp. strain CA006,RiPP-like.thiopeptide,RiPPs,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000019.region001,NZ_SRLU01000019,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000028.region001,NZ_SRLU01000028,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000029.region001,NZ_SRLU01000029,Myxococcus sp. strain CA006,RiPP-like,RiPPs,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000036.region001,NZ_SRLU01000036,Myxococcus sp. strain CA006,lanthipeptide-class-ii,RiPPs,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000047.region001,NZ_SRLU01000047,Myxococcus sp. strain CA006,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000050.region001,NZ_SRLU01000050,Myxococcus sp. strain CA006,NRPS-like.T1PKS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000057.region001,NZ_SRLU01000057,Myxococcus sp. strain CA006,NRPS,NRPS,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000059.region001,NZ_SRLU01000059,Myxococcus sp. strain CA006,NRPS-like,NRPS,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000066.region001,NZ_SRLU01000066,Myxococcus sp. strain CA006,terpene,Terpene,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000102.region001,NZ_SRLU01000102,Myxococcus sp. strain CA006,thioamitides,Others,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000106.region001,NZ_SRLU01000106,Myxococcus sp. strain CA006,RiPP-like,RiPPs,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000117.region001,NZ_SRLU01000117,Myxococcus sp. strain CA006,NRPS-like,NRPS,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLU01000278.region001,NZ_SRLU01000278,Myxococcus sp. strain CA006,RRE-containing,RiPPs,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus sp010998615",GCF_006518195,NCBI
NZ_SRLV01000001.region001,NZ_SRLV01000001,Myxococcus sp. strain CA005,ladderane.lanthipeptide-class-ii,Others,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000004.region001,NZ_SRLV01000004,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000007.region001,NZ_SRLV01000007,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000008.region001,NZ_SRLV01000008,Myxococcus sp. strain CA005,RiPP-like.NRPS,Others,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000011.region001,NZ_SRLV01000011,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000016.region001,NZ_SRLV01000016,Myxococcus sp. strain CA005,transAT-PKS.PKS-like.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000019.region001,NZ_SRLV01000019,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000020.region001,NZ_SRLV01000020,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000021.region001,NZ_SRLV01000021,Myxococcus sp. strain CA005,T1PKS,PKSI,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000023.region001,NZ_SRLV01000023,Myxococcus sp. strain CA005,NRPS-like.NRPS,NRPS,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
NZ_SRLV01000024.region001,NZ_SRLV01000024,Myxococcus sp. strain CA005,T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus sp.,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus xanthus",GCF_006518205,NCBI
