BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
JACAFE010000052.region001,JACAFE010000052,Nitrospirae bacterium strain L.E.N.5_1,ranthipeptide,RiPPs,Nitrospirae bacterium,"Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,UBA2194,UBA2194 sp013388435",GCA_013388435,NCBI
JACAFF010000002.region001,JACAFF010000002,Nitrospirae bacterium strain L.E.N.7,ladderane,Others,Nitrospirae bacterium,"Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,JACAFF01,JACAFF01 sp013388455",GCA_013388455,NCBI
JACAFF010000030.region001,JACAFF010000030,Nitrospirae bacterium strain L.E.N.7,ranthipeptide,RiPPs,Nitrospirae bacterium,"Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,JACAFF01,JACAFF01 sp013388455",GCA_013388455,NCBI
JACAFF010000039.region001,JACAFF010000039,Nitrospirae bacterium strain L.E.N.7,ladderane,Others,Nitrospirae bacterium,"Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,SM23-35,JACAFF01,JACAFF01 sp013388455",GCA_013388455,NCBI
JACCYV010000120.region001,JACCYV010000120,Nitrospira sp. strain MGR_bin213,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000127.region001,JACCYV010000127,Nitrospira sp. strain MGR_bin213,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000131.region001,JACCYV010000131,Nitrospira sp. strain MGR_bin213,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000135.region001,JACCYV010000135,Nitrospira sp. strain MGR_bin213,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000193.region001,JACCYV010000193,Nitrospira sp. strain MGR_bin213,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000259.region001,JACCYV010000259,Nitrospira sp. strain MGR_bin213,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000327.region001,JACCYV010000327,Nitrospira sp. strain MGR_bin213,arylpolyene,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000334.region001,JACCYV010000334,Nitrospira sp. strain MGR_bin213,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACCYV010000352.region001,JACCYV010000352,Nitrospira sp. strain MGR_bin213,NRPS-like,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp013696305",GCA_013696305,NCBI
JACDDF010000023.region001,JACDDF010000023,Nitrospirales bacterium strain MGR_bin327,terpene,Terpene,Nitrospirales bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,UBA8639 sp013817135",GCA_013817135,NCBI
JACDDF010000165.region001,JACDDF010000165,Nitrospirales bacterium strain MGR_bin327,phosphonate,Others,Nitrospirales bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,UBA8639 sp013817135",GCA_013817135,NCBI
JACDDF010000356.region001,JACDDF010000356,Nitrospirales bacterium strain MGR_bin327,arylpolyene,Others,Nitrospirales bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,UBA8639,UBA8639 sp013817135",GCA_013817135,NCBI
JACDOO010000001.region001,JACDOO010000001,Nitrospira sp. strain MC14_S12_M_CONCOCT_129,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp002737345",GCA_013521025,NCBI
JACDOO010000009.region001,JACDOO010000009,Nitrospira sp. strain MC14_S12_M_CONCOCT_129,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp002737345",GCA_013521025,NCBI
JACDOO010000009.region002,JACDOO010000009,Nitrospira sp. strain MC14_S12_M_CONCOCT_129,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp002737345",GCA_013521025,NCBI
JACDOO010000014.region001,JACDOO010000014,Nitrospira sp. strain MC14_S12_M_CONCOCT_129,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp002737345",GCA_013521025,NCBI
JACDOO010000017.region001,JACDOO010000017,Nitrospira sp. strain MC14_S12_M_CONCOCT_129,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp002737345",GCA_013521025,NCBI
JACMLT010000001.region001,JACMLT010000001,Nitrospiraceae bacterium strain ES-bin-41,RiPP-like,RiPPs,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000046.region001,JACMLT010000046,Nitrospiraceae bacterium strain ES-bin-41,phosphonate,Others,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000070.region001,JACMLT010000070,Nitrospiraceae bacterium strain ES-bin-41,RRE-containing,RiPPs,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000109.region001,JACMLT010000109,Nitrospiraceae bacterium strain ES-bin-41,terpene,Terpene,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000110.region001,JACMLT010000110,Nitrospiraceae bacterium strain ES-bin-41,terpene,Terpene,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000213.region001,JACMLT010000213,Nitrospiraceae bacterium strain ES-bin-41,terpene,Terpene,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000245.region001,JACMLT010000245,Nitrospiraceae bacterium strain ES-bin-41,hserlactone,Others,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000367.region001,JACMLT010000367,Nitrospiraceae bacterium strain ES-bin-41,NRPS,NRPS,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACMLT010000377.region001,JACMLT010000377,Nitrospiraceae bacterium strain ES-bin-41,arylpolyene,Others,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Palsa-1315,Palsa-1315 sp014379455",GCA_014379455,NCBI
JACNKH010000048.region001,JACNKH010000048,Bacterium (bacteria) strain NIOZ-UU55,ranthipeptide,RiPPs,Bacterium (bacteria),"Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,JACNKH01,JACNKH01 sp014382155",GCA_014382155,NCBI
JACNKH010000172.region001,JACNKH010000172,Bacterium (bacteria) strain NIOZ-UU55,hserlactone,Others,Bacterium (bacteria),"Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,JACNKH01,JACNKH01 sp014382155",GCA_014382155,NCBI
JACVSD010000023.region001,JACVSD010000023,Nitrospiraceae bacterium strain Co-bin6,RiPP-like,RiPPs,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_D,Nitrospira_D sp014534095",GCA_014534095,NCBI
JACVSD010000048.region001,JACVSD010000048,Nitrospiraceae bacterium strain Co-bin6,terpene,Terpene,Nitrospiraceae bacterium,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_D,Nitrospira_D sp014534095",GCA_014534095,NCBI
JADJKE010000001.region001,JADJKE010000001,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000003.region001,JADJKE010000003,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000005.region001,JADJKE010000005,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000007.region001,JADJKE010000007,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,T1PKS.NRPS,PKS-NRP_Hybrids,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000008.region001,JADJKE010000008,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000011.region001,JADJKE010000011,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000011.region002,JADJKE010000011,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000013.region001,JADJKE010000013,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJKE010000016.region001,JADJKE010000016,Nitrospira sp. strain EsbE_18-Q3-R3-47_BAT3C.226,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016706135,Aalborg
JADJMY010000001.region001,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region002,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region003,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region004,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region005,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region006,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region007,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000001.region008,JADJMY010000001,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,T1PKS.NRPS,PKS-NRP_Hybrids,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000004.region001,JADJMY010000004,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJMY010000004.region002,JADJMY010000004,Nitrospira sp. strain EsbW_18-Q3-R4-48_MAXAC.012,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016709365,Aalborg
JADJRP010000001.region001,JADJRP010000001,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000001.region002,JADJRP010000001,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000001.region003,JADJRP010000001,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000002.region001,JADJRP010000002,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000002.region002,JADJRP010000002,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000002.region003,JADJRP010000002,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000003.region001,JADJRP010000003,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000015.region001,JADJRP010000015,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,hserlactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000015.region002,JADJRP010000015,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,T1PKS,PKSI,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJRP010000015.region003,JADJRP010000015,Nitrospira sp. strain Hade_18-Q3-R52-61_BAT3C.250,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp002254365",GCA_016712165,Aalborg
JADJSL010000001.region001,JADJSL010000001,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000003.region001,JADJSL010000003,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000005.region001,JADJSL010000005,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000006.region001,JADJSL010000006,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000007.region001,JADJSL010000007,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000007.region002,JADJSL010000007,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000010.region001,JADJSL010000010,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,T1PKS.NRPS,PKS-NRP_Hybrids,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000014.region001,JADJSL010000014,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJSL010000024.region001,JADJSL010000024,Nitrospira sp. strain Hade_18-Q3-R52-61_MAXAC.023,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016711755,Aalborg
JADJXO010000001.region001,JADJXO010000001,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000001.region002,JADJXO010000001,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000002.region001,JADJXO010000002,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000002.region002,JADJXO010000002,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000002.region003,JADJXO010000002,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000003.region001,JADJXO010000003,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,hserlactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000010.region001,JADJXO010000010,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000013.region001,JADJXO010000013,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJXO010000013.region002,JADJXO010000013,Nitrospira sp. strain Kalu_18-Q3-R12-55_MAXAC.132v2,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,",GCA_016715825,Aalborg
JADJYN010000001.region001,JADJYN010000001,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000002.region001,JADJYN010000002,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000002.region002,JADJYN010000002,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,RRE-containing,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000002.region003,JADJYN010000002,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000005.region001,JADJYN010000005,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,NRPS,NRPS,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000006.region001,JADJYN010000006,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,T1PKS.NRPS,PKS-NRP_Hybrids,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000007.region001,JADJYN010000007,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000009.region001,JADJYN010000009,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,phosphonate,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000011.region001,JADJYN010000011,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADJYN010000027.region001,JADJYN010000027,Nitrospira sp. strain Lyne_18-Q3-R50-59_BATAC.375,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016719745,Aalborg
JADKGJ010000001.region001,JADKGJ010000001,Nitrospira sp. strain Ribe_18-Q3-R11-54_BATAC.650,RiPP-like,RiPPs,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016722315,Aalborg
JADKGJ010000004.region001,JADKGJ010000004,Nitrospira sp. strain Ribe_18-Q3-R11-54_BATAC.650,betalactone,Others,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016722315,Aalborg
JADKGJ010000005.region001,JADKGJ010000005,Nitrospira sp. strain Ribe_18-Q3-R11-54_BATAC.650,terpene,Terpene,Nitrospira sp.,"Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira_A,Nitrospira_A sp900170025",GCA_016722315,Aalborg
