assembly_level,checkm_completeness,checkm_contamination,genome_size,ncbi_bioproject,mimag_quality,source,genome_id,gtdb_taxonomy,total_bgcs,bgcs_on_contig_edge
Contig/Scaffold,NA,1.45,5861786,PRJEB38681,MQ,genbank,GCA_903910935.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__CAIOSP01 sp903861005,10,6
Contig/Scaffold,NA,3.23,7570351,PRJEB38681,MQ,genbank,GCA_903911905.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__FEN-1143;s__FEN-1143 sp903911905,11,8
Contig/Scaffold,NA,1.29,8677297,PRJEB38681,MQ,genbank,GCA_903915665.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium_A;s__Archangium_A sp903905455,15,9
Complete/Chromosome,NA,0.65,5277990,PRJNA224116,HQ,refseq,GCF_000017505.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp000017505,7,0
Contig/Scaffold,NA,4.08,10435313,PRJNA224116,HQ,refseq,GCF_000737335.2,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_C,38,20
Contig/Scaffold,NA,5.77,12051756,PRJNA224116,MQ,refseq,GCF_001887355.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Cystobacter;s__Cystobacter ferrugineus,42,6
Contig/Scaffold,NA,0.78,10177521,PRJNA224116,HQ,refseq,GCF_003611605.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus coralloides,36,6
Contig/Scaffold,NA,1.3,10230239,PRJNA224116,HQ,refseq,GCF_003612115.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp003612115,49,43
Contig/Scaffold,NA,1.43,9981836,PRJNA224116,HQ,refseq,GCF_003612165.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus aberystwythensis,43,37
Contig/Scaffold,NA,1.95,10635041,PRJNA224116,HQ,refseq,GCF_003668965.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,44,38
Complete/Chromosome,NA,7.12,11261481,PRJNA224116,MQ,refseq,GCF_004135735.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum_F,30,0
Contig/Scaffold,NA,0.65,9075265,PRJNA224116,HQ,refseq,GCF_010998615.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010998615,22,9
Contig/Scaffold,NA,2.16,10349048,PRJNA224116,HQ,refseq,GCF_012985235.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,48,43
Contig/Scaffold,NA,0.05,3551490,PRJNA391943,MQ,genbank,GCA_002683315.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__GCA-2683315;s__GCA-2683315 sp002683315,4,4
Contig/Scaffold,NA,4.84,4043459,PRJNA391943,MQ,genbank,GCA_002691025.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__MED660;s__MED660 sp002691025,7,5
Contig/Scaffold,NA,0.21,2457325,PRJNA391943,MQ,genbank,GCA_002715365.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002696345,2,2
Contig/Scaffold,NA,3.55,5555816,PRJNA386568,MQ,genbank,GCA_003153195.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__PALSA-1153;s__PALSA-1153 sp003153195,11,7
Contig/Scaffold,NA,3.87,5329842,PRJNA386568,MQ,genbank,GCA_003158775.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158395,7,7
Contig/Scaffold,NA,1.35,3364391,PRJNA385762,MQ,genbank,GCA_003249585.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__HGW-17;g__SZUA-580;s__SZUA-580 sp003249585,3,3
Contig/Scaffold,NA,1.58,4919499,PRJNA417962,MQ,genbank,GCA_003520425.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA9160;g__UBA9160;s__UBA9160 sp003520425,3,3
Contig/Scaffold,NA,0.78,9395793,PRJNA490141,HQ,genbank,GCA_003612135.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus interemptor,42,34
Contig/Scaffold,NA,2.76,7075969,PRJNA362212,MQ,genbank,GCA_003647065.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__B10-G4;s__B10-G4 sp003647065,6,6
Contig/Scaffold,NA,2.1,4718118,PRJNA392119,MQ,genbank,GCA_003694325.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__J125;s__J125 sp003694325,3,3
Contig/Scaffold,NA,2.26,5766872,PRJNA330672,MQ,genbank,GCA_003818285.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__RPRB01 sp003818285,7,4
Contig/Scaffold,NA,3.23,7034120,PRJNA531348,MQ,genbank,GCA_005792545.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp005792545,3,1
Contig/Scaffold,NA,0,3600550,PRJNA531348,MQ,genbank,GCA_005805165.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SYFR01;s__SYFR01 sp005800325,2,2
Contig/Scaffold,NA,2.58,6085563,PRJNA449266,MQ,genbank,GCA_005879525.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp001918155,6,6
Contig/Scaffold,NA,4,7713948,PRJNA427763,MQ,genbank,GCA_006226565.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__PHBI01;s__PHBI01 sp006226565,7,7
Contig/Scaffold,NA,1.45,2490135,PRJNA453733,MQ,genbank,GCA_007127515.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SLQV01;g__SLQV01;s__SLQV01 sp007131285,4,4
Contig/Scaffold,NA,0.16,2700659,PRJNA560329,HQ,genbank,GCA_009782175.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__WRKR01;s__WRKR01 sp009782175,4,3
Contig/Scaffold,NA,0.99,5045266,PRJNA602310,MQ,genbank,GCA_012798435.1,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__JAAZNF01;s__JAAZNF01 sp012798435,2,2
Contig/Scaffold,NA,0.65,3574358,PRJNA522654,MQ,genbank,GCA_012959665.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__JAZXM01 sp012959665,3,3
Contig/Scaffold,NA,1.94,4335650,PRJNA623061,MQ,genbank,GCA_013043065.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp004283055,3,2
Contig/Scaffold,NA,3.55,6053463,PRJNA557557,HQ,genbank,GCA_013151775.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__JAADHO01;s__JAADHO01 sp013151775,8,7
Contig/Scaffold,NA,2.58,6948465,PRJDB6644,MQ,genbank,GCA_014191855.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp014191855,8,6
Contig/Scaffold,NA,1.8,7218349,PRJNA335309,MQ,genbank,GCA_014584455.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__UBA2376 sp900696455,7,5
Contig/Scaffold,NA,0.67,9009794,PRJDB10508,MQ,genbank,GCA_014656495.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp014656495,28,4
Contig/Scaffold,NA,3.65,6545642,PRJEB38681,MQ,genbank,GCA_903828945.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903896545,3,2
Contig/Scaffold,NA,2.58,5557197,PRJEB38681,MQ,genbank,GCA_903850505.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903850505,3,1
Contig/Scaffold,NA,3.08,7606216,PRJEB38681,MQ,genbank,GCA_903859195.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903921785,11,10
Contig/Scaffold,NA,2.37,5444643,PRJEB38681,MQ,genbank,GCA_903870665.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,2,2
Contig/Scaffold,NA,3.71,3835211,PRJEB38681,MQ,genbank,GCA_903873545.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__CAIWGR01;s__CAIWGR01 sp903873545,2,2
Contig/Scaffold,NA,0.67,5930409,PRJEB38681,MQ,genbank,GCA_903874695.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,4,3
Contig/Scaffold,NA,4.98,10852174,PRJEB38681,MQ,genbank,GCA_903892415.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITIQ01;s__CAITIQ01 sp903892415,16,6
Contig/Scaffold,NA,1.34,5400914,PRJEB38681,MQ,genbank,GCA_903893335.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITLX01;s__CAITLX01 sp903893335,4,4
Contig/Scaffold,NA,2.52,5813798,PRJEB38681,MQ,genbank,GCA_903900265.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903900265,11,8
Contig/Scaffold,NA,3.12,3525224,PRJEB38681,MQ,genbank,GCA_903904535.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__REDH01;f__REDH01;g__CAIWGR01;s__CAIWGR01 sp903912275,2,2
Contig/Scaffold,NA,5.13,12282374,PRJNA224116,MQ,refseq,GCF_000335475.2,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Cystobacter;s__Cystobacter fuscus,46,5
Contig/Scaffold,NA,0.78,9910431,PRJNA224116,HQ,refseq,GCF_003611625.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus coralloides,42,34
Contig/Scaffold,NA,2.73,5006091,PRJNA224116,MQ,refseq,GCF_004362595.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Bradymonas;s__Bradymonas sediminis,5,1
Contig/Scaffold,NA,0.65,9046377,PRJNA224116,HQ,refseq,GCF_006518195.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010998615,23,14
Contig/Scaffold,NA,0.65,10601221,PRJNA224116,HQ,refseq,GCF_006518215.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus fulvus,39,38
Contig/Scaffold,NA,1.95,10573754,PRJNA224116,HQ,refseq,GCF_013155195.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,44,37
Contig/Scaffold,NA,3.49,10589411,PRJNA224116,HQ,refseq,GCF_013248865.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,51,45
Contig/Scaffold,NA,1.66,11590801,PRJNA224116,HQ,refseq,GCF_013336645.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp013336725,39,32
Contig/Scaffold,NA,1.3,9240716,PRJNA224116,MQ,refseq,GCF_900101905.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus virescens,26,5
Contig/Scaffold,NA,0.65,2832261,PRJNA297196,MQ,genbank,GCA_001918665.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp001918155,3,3
Contig/Scaffold,NA,3.23,6186232,PRJNA421797,MQ,genbank,GCA_002862545.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__GCA-2862545;s__GCA-2862545 sp002862545,12,12
Contig/Scaffold,NA,6.24,5395726,PRJNA355136,MQ,genbank,GCA_003598065.1,d__Bacteria;p__Myxococcota;c__SURF-8;o__SURF-8;f__SURF-8;g__SURF-8;s__SURF-8 sp003598065,5,4
Contig/Scaffold,NA,1.75,8078274,PRJNA531348,MQ,genbank,GCA_005779305.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__UBA2376 sp005779305,5,4
Contig/Scaffold,NA,0,4800883,PRJNA531348,MQ,genbank,GCA_005799695.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__SYKL01;s__SYKL01 sp005797785,10,10
Contig/Scaffold,NA,2.74,6210637,PRJNA531348,MQ,genbank,GCA_005801325.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SXNL01;s__SXNL01 sp005777185,4,4
Contig/Scaffold,NA,4.86,9863574,PRJNA531348,MQ,genbank,GCA_005804885.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__GCA-2716585;g__SYOX01;s__SYOX01 sp005804885,6,4
Contig/Scaffold,NA,0.65,4427723,PRJNA449266,MQ,genbank,GCA_005879315.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879315,6,5
Contig/Scaffold,NA,4.86,4727033,PRJNA449266,MQ,genbank,GCA_005888115.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005888115,6,6
Contig/Scaffold,NA,0.65,9058989,PRJNA529425,HQ,genbank,GCA_006519765.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010998615,24,15
Contig/Scaffold,NA,3.89,5238963,PRJNA453733,MQ,genbank,GCA_007119595.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__SLJM01 sp007119595,6,6
Contig/Scaffold,NA,7.98,4781983,PRJNA521725,MQ,genbank,GCA_009692585.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp009692585,7,5
Contig/Scaffold,NA,0.65,6268336,PRJEB38681,MQ,genbank,GCA_903852525.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,2
Contig/Scaffold,NA,3.36,6750146,PRJEB38681,MQ,genbank,GCA_903897935.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIUDO01;s__CAIUDO01 sp903897935,10,10
Contig/Scaffold,NA,1.29,8606101,PRJEB38681,MQ,genbank,GCA_903905455.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium_A;s__Archangium_A sp903905455,14,7
Contig/Scaffold,NA,3.36,6016336,PRJEB38681,MQ,genbank,GCA_903908935.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,8,7
Contig/Scaffold,NA,0.32,5298420,PRJEB38681,MQ,genbank,GCA_903911145.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__CAIWCD01;s__CAIWCD01 sp903911145,10,2
Contig/Scaffold,NA,2.8,7479096,PRJEB38681,MQ,genbank,GCA_903921785.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903921785,10,9
Contig/Scaffold,NA,1.61,4732121,PRJEB38681,MQ,genbank,GCA_903960555.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__CAIZWN01;s__CAIZWN01 sp903936705,6,5
Complete/Chromosome,NA,0,5061632,PRJNA224116,HQ,refseq,GCF_000020805.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter dehalogenans,7,0
Complete/Chromosome,NA,0,10350586,PRJNA224116,HQ,refseq,GCF_000331735.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus stipitatus,28,0
Contig/Scaffold,NA,4.45,10602692,PRJNA224116,MQ,refseq,GCF_002994635.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_B,42,9
Contig/Scaffold,NA,0.13,9077930,PRJNA224116,HQ,refseq,GCF_007352635.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp009909145,34,5
Contig/Scaffold,NA,0.97,10433591,PRJNA224116,HQ,refseq,GCF_012985225.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,47,45
Contig/Scaffold,NA,3.65,10502867,PRJNA224116,HQ,refseq,GCF_013248915.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,45,41
Complete/Chromosome,NA,0.65,11048835,PRJNA203240,HQ,genbank,GCA_000988565.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus fulvus,38,0
Contig/Scaffold,NA,5.7,6365462,PRJNA288027,MQ,genbank,GCA_001798605.1,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__XYA12-FULL-58-9;g__XYA12-FULL-58-9;s__XYA12-FULL-58-9 sp001798605,9,8
Contig/Scaffold,NA,6.45,11892526,PRJNA279279,MQ,genbank,GCA_001899635.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__Labilithrix sp001899635,15,4
Contig/Scaffold,NA,1.63,5159068,PRJNA385857,MQ,genbank,GCA_002171515.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515,10,9
Contig/Scaffold,NA,3.73,3743789,PRJNA391943,MQ,genbank,GCA_002696345.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002696345,3,1
Contig/Scaffold,NA,6.26,8196304,PRJNA391943,MQ,genbank,GCA_002703625.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__UBA1660;s__UBA1660 sp002320815,16,7
Contig/Scaffold,NA,2.12,4601103,PRJNA391943,MQ,genbank,GCA_002721815.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815;s__GCA-2721815 sp002721815,8,2
Contig/Scaffold,NA,0.65,2284878,PRJNA174530,MQ,genbank,GCA_002747355.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__GCA-2747355;f__GCA-2747355;g__GCA-2747355;s__GCA-2747355 sp002747355,2,2
Contig/Scaffold,NA,4.32,8213741,PRJNA321556,MQ,genbank,GCA_002841945.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__PHBI01;s__PHBI01 sp002841945,9,1
Contig/Scaffold,NA,2.03,5697798,PRJNA386568,MQ,genbank,GCA_003160835.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003153015,9,8
Contig/Scaffold,NA,0,4130162,PRJNA531348,MQ,genbank,GCA_005772785.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__SYKL01;s__SYKL01 sp005797785,10,10
Contig/Scaffold,NA,4.84,6867957,PRJNA531348,MQ,genbank,GCA_005776855.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp005792545,3,1
Contig/Scaffold,NA,3.95,5621795,PRJNA453733,MQ,genbank,GCA_007131755.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__SLJM01 sp007131755,6,6
Contig/Scaffold,NA,2.33,7658842,PRJEB38681,HQ,genbank,GCA_903845045.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__SCUS01 sp903845045,10,8
Contig/Scaffold,NA,3.06,7100146,PRJEB38681,MQ,genbank,GCA_903927385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__CAIXZC01;f__CAITUV01;g__CAITUV01;s__CAITUV01 sp903895725,4,3
Contig/Scaffold,NA,3.42,4840993,PRJEB38681,MQ,genbank,GCA_903929565.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01;s__CAIOAK01 sp903874275,6,4
Contig/Scaffold,NA,2.26,5536184,PRJEB38681,MQ,genbank,GCA_903939245.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__CAIZWN01;s__CAIZWN01 sp903847405,5,5
Contig/Scaffold,NA,1.29,5296283,PRJEB38681,MQ,genbank,GCA_903950305.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAJBNH01;s__CAJBNH01 sp903955385,2,1
Contig/Scaffold,NA,0.65,5545960,PRJEB38681,MQ,genbank,GCA_903959275.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAJBNH01;s__CAJBNH01 sp903955385,2,0
Contig/Scaffold,NA,1.3,9280603,PRJNA224116,HQ,refseq,GCF_000340515.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus,24,2
Complete/Chromosome,NA,5.24,16040666,PRJNA224116,MQ,refseq,GCF_001931535.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__Minicystis rosea,47,0
Contig/Scaffold,NA,4.57,10502351,PRJNA224116,HQ,refseq,GCF_003611675.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp003611675,51,46
Contig/Scaffold,NA,1.3,10335215,PRJNA224116,HQ,refseq,GCF_003612065.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp003612115,48,44
Complete/Chromosome,NA,0.65,9321034,PRJNA224116,HQ,refseq,GCF_006400955.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus_A,23,0
Complete/Chromosome,NA,4.65,8047306,PRJNA224116,HQ,refseq,GCF_006517175.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Persicimonas;s__Persicimonas caeni,8,0
Contig/Scaffold,NA,1.3,10409496,PRJNA224116,HQ,refseq,GCF_009909105.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,41,8
Contig/Scaffold,NA,1.3,11720370,PRJNA224116,HQ,refseq,GCF_013336725.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp013336725,33,5
Contig/Scaffold,NA,2.58,3623660,PRJNA270657,MQ,genbank,GCA_001303415.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp001303415,4,1
Contig/Scaffold,NA,2.42,4606891,PRJNA348753,MQ,genbank,GCA_002395385.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp002395385,2,2
Contig/Scaffold,NA,0,3320550,PRJNA348753,MQ,genbank,GCA_002471515.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__GCA-2721815;g__GCA-2721815;s__GCA-2721815 sp002721815,8,4
Contig/Scaffold,NA,0.84,3988723,PRJNA391943,MQ,genbank,GCA_002709835.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002709835,7,6
Contig/Scaffold,NA,5.16,5851096,PRJNA391943,MQ,genbank,GCA_002719955.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;s__UBA4427 sp002719955,3,1
Contig/Scaffold,NA,1.44,4404978,PRJNA321556,MQ,genbank,GCA_002841825.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__HGW-17;f__HGW-17;g__HGW-17;s__HGW-17 sp002841825,2,2
Contig/Scaffold,NA,4.24,5378339,PRJNA421797,MQ,genbank,GCA_002863065.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__GCA-2863065;f__GCA-2863065;g__GCA-2863065;s__GCA-2863065 sp002863065,5,5
Contig/Scaffold,NA,2.74,4769816,PRJNA386568,MQ,genbank,GCA_003153495.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Palsa-1150;s__Palsa-1150 sp003153495,10,8
Contig/Scaffold,NA,2.6,5223927,PRJNA386568,MQ,genbank,GCA_003154615.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158395,5,4
