genome_id,original_genome_id,source,organism,genus,species,strain,closest_placement_reference,Taxonomy,Genome size (bp),%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,classification
AG11,Gemmatimonadetes_AG11,custom,,,,,,Gemmatimonadetes,4983587.0,68.39,93.41,2.2,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__AG11 sp003223455
ANG_591,Acidobacteria_ANG_591,custom,,,,,,Acidobacteria,5023376.0,53.78,92.5,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,2.0,2.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
ANG_593,Acidobacteria_ANG_593,custom,,,,,,Acidobacteria,4902321.0,54.67,93.11,3.42,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_60_16,60.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
gp4_AA20,Acidobacteria_gp4_AA20,custom,,,,,,Acidobacteria,4762992.0,53.45,93.59,4.33,High,Angelo,2014.0,Meadow grassland,14_0903_12_40cm,40.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__QHXM01 sp003222945
ANG_604,Actinobacteria_ANG_604,custom,,,,,,Actinobacteria,3397127.0,68.22,92.24,1.81,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
ANG_606,Actinobacteria_ANG_606,custom,,,,,,Actinobacteria,2953389.0,69.07,95.55,2.16,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__
ANG_600,Actinobacteria_ANG_600,custom,,,,,,Actinobacteria,2663373.0,70.13,96.26,1.44,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_100_16,100.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
ANG_507,Actinobacteria_ANG_507,custom,,,,,,Actinobacteria,3810037.0,67.76,96.55,2.24,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_80_16,80.0,4.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
ANG_603,Actinobacteria_ANG_603,custom,,,,,,Actinobacteria,4132604.0,67.8,96.58,3.28,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__;s__
4660_72_9,14_0903_12_40cm_Solirubrobacterales_4660_72_9,custom,,,,,,Actinobacteria,3283792.0,71.76,97.44,1.79,High,Angelo,2014.0,Meadow grassland,14_0903_12_40cm,40.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-64;s__AC-64 sp005883215
ANG_617,Alphaproteobacteria_ANG_617,custom,,,,,,Alphaproteobacteria,5611507.0,64.05,91.82,3.87,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__
156_68_15,14_0903_02_30cm_Sphingomonadales_156_68_15,custom,,,,,,Alphaproteobacteria,3028871.0,67.56,98.59,0.29,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,2.0,2.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella sp005883305
157_38_13,14_0903_02_30cm_Sphingobacteriales_157_38_13,custom,,,,,,Bacteroidetes,4715701.0,38.33,99.51,0.0,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,2.0,2.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAS01;s__VBAS01 sp005882315
ANG_630,Betaproteobacteria_ANG_630,custom,,,,,,Betaproteobacteria,4333741.0,62.29,95.22,3.26,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,2.0,2.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp005881895
ANG_638,Deltaproteobacteria_ANG_638,custom,,,,,,Deltaproteobacteria,4497331.0,71.37,94.41,2.58,High,Angelo,2014.0,Meadow grassland,14_1009_05_20cm,20.0,2.0,2.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UTPRO1;f__DP-6;g__DP-3;s__DP-3 sp005888095
ANG_565,Dormibacteraeota_ANG_565,custom,,,,,,Dormibacteraeota,3040673.0,65.59,92.59,2.14,High,Angelo,2014.0,Meadow grassland,14_1009_02_40cm,40.0,3.0,2.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-13;s__CF-13 sp005889225
ANG_620,Dormibacteraeota_ANG_620,custom,,,,,,Dormibacteraeota,2723516.0,65.55,94.44,1.03,High,Angelo,2014.0,Meadow grassland,14_0919_02_20cm,20.0,2.0,2.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-13;s__CF-13 sp005881715
9690_70_9,14_1009_16_30cm_RBG_16_RIF_WS3X_71_46_curated_9690_70_9,custom,,,,,,Eisenbacteria,3437494.0,69.65,92.81,0.13,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,2.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-3;s__WS-3 sp005893225
ANG_646,Gemmatimonadetes_ANG_646,custom,,,,,,Gemmatimonadetes,3597212.0,68.5,91.21,4.95,High,Angelo,2014.0,Meadow grassland,14_1009_12_30cm,30.0,2.0,2.0,0.0,0.0,0.0,shallow,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_583,Gemmatimonadetes_ANG_583,custom,,,,,,Gemmatimonadetes,3264785.0,69.33,93.41,2.85,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,3.0,2.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__
ANG_647,Gemmatimonadetes_ANG_647,custom,,,,,,Gemmatimonadetes,3041465.0,69.8,93.51,1.1,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,2.0,2.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_645,Gemmatimonadetes_ANG_645,custom,,,,,,Gemmatimonadetes,3299414.0,69.94,94.51,1.1,High,Angelo,2014.0,Meadow grassland,14_0929_05_30cm,30.0,2.0,2.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003220975
ANG_644,Gemmatimonadetes_ANG_644,custom,,,,,,Gemmatimonadetes,2875395.0,70.22,95.6,1.16,High,Angelo,2014.0,Meadow grassland,14_0929_02_30cm,30.0,2.0,2.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG29;s__AG29 sp003222115
AG30,Gemmatimonadetes_AG30,custom,,,,,,Gemmatimonadetes,3772809.0,65.56,98.9,4.4,High,Angelo,2014.0,Meadow grassland,14_0929_12_40cm,40.0,2.0,2.0,0.0,0.0,0.0,shallow,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__20CM-2-65-7 sp003221895
ANG_582,Gemmatimonadetes_ANG_582,custom,,,,,,Gemmatimonadetes,3584307.0,68.98,98.9,4.4,High,Angelo,2014.0,Meadow grassland,14_0903_05_40cm,40.0,3.0,2.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-4-69-16;s__20CM-4-69-16 sp001919865
9613_67_9,14_1009_16_30cm_Bacteria_9613_67_9,custom,,,,,,Latescibacteria,2754346.0,66.93,95.6,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,2.0,0.0,0.0,0.0,shallow,tree,"Diamond et al., 2019",d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-9;s__WS-9 sp005893305
ANG_661,Latescibacteria_ANG_661,custom,,,,,,Latescibacteria,3156178.0,65.3,98.35,4.95,High,Angelo,2014.0,Meadow grassland,14_1009_05_40cm,40.0,2.0,2.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-7;s__WS-7 sp005893265
9636_71_10,14_1009_16_30cm_Actinobacteria_9636_71_10,custom,,,,,,Actinobacteria,2950378.0,70.56,90.23,2.3,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,shallow,tree,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__AC-37;s__AC-37 sp005885165
9656_70_9,14_1009_16_30cm_Solirubrobacterales_9656_70_9,custom,,,,,,Actinobacteria,2706179.0,70.22,91.6,0.85,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__Palsa-744 sp005885515
ANG_683,Actinobacteria_ANG_683,custom,,,,,,Actinobacteria,3228889.0,66.99,91.82,4.31,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_40_16,40.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__
ANG_675,Actinobacteria_ANG_675,custom,,,,,,Actinobacteria,2751747.0,66.14,92.09,1.8,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__AC-67;f__AC-67;g__AC-67;s__AC-67 sp005884515
8186_69_16,14_1009_09_40cm_Actinobacteria_8186_69_16,custom,,,,,,Actinobacteria,3137456.0,69.33,92.45,0.85,High,Angelo,2014.0,Meadow grassland,14_1009_09_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__Palsa-744 sp005884115
ANG_673,Actinobacteria_ANG_673,custom,,,,,,Actinobacteria,2755797.0,67.78,92.84,1.41,High,Angelo,2014.0,Meadow grassland,14_0903_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp005884005
ANG_609,Actinobacteria_ANG_609,custom,,,,,,Actinobacteria,3609523.0,68.23,93.02,4.97,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_113_16,115.0,2.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
ANG_672,Actinobacteria_ANG_672,custom,,,,,,Actinobacteria,2637478.0,68.62,94.11,1.47,High,Angelo,2014.0,Meadow grassland,14_0903_16_20cm,20.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__13-2-20CM-68-14;s__13-2-20CM-68-14 sp005888315
ANG_686,Actinobacteria_ANG_686,custom,,,,,,Actinobacteria,2840881.0,67.94,94.16,1.71,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_113_16,115.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__AC-48;s__
ANG_684,Actinobacteria_ANG_684,custom,,,,,,Actinobacteria,3590732.0,68.82,94.54,3.02,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__VAXT01;s__
9618_67_15,14_1009_16_30cm_Actinobacteria_9618_67_15,custom,,,,,,Actinobacteria,3232844.0,66.93,95.11,4.4,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,tree,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__3-1-20CM-4-69-9 sp005883355
ANG_680,Actinobacteria_ANG_680,custom,,,,,,Actinobacteria,3990004.0,69.32,97.41,0.86,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_100_16,100.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JACCTU01;s__
ANG_696,Sphingomonadales_ANG_696,custom,,,,,,Alphaproteobacteria,2462922.0,64.41,95.21,0.0,High,Rivendell,2013.0,Douglas fir,2013_20cm,20.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
9628_42_8,14_1009_16_30cm_Sphingobacteriales_9628_42_8,custom,,,,,,Bacteroidetes,4841247.0,41.68,97.04,1.51,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1;s__UTBCD1 sp005883765
165_43_8,14_0903_02_30cm_Sphingobacteriales_165_43_8,custom,,,,,,Bacteroidetes,5721285.0,43.41,97.54,3.31,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,1.0,1.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAT01;s__VBAT01 sp005884665
ANG_710,Bacteroidetes_ANG_710,custom,,,,,,Bacteroidetes,3376872.0,41.3,97.62,0.71,High,Rivendell,2013.0,Douglas fir,2013_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__2013-40CM-41-45;s__2013-40CM-41-45 sp002215675
ANG_634,Betaproteobacteria_ANG_634,custom,,,,,,Betaproteobacteria,2882464.0,64.5,93.01,2.7,High,Sagehorn,2016.0,Garry oak,Sage2_L_115_16,115.0,2.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__
ANG_719,Chloroflexi_ANG_719,custom,,,,,,Chloroflexi,2891372.0,62.43,95.53,0.0,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__CF-163;s__CF-163 sp005882715
ANG_720,Chloroflexi_ANG_720,custom,,,,,,Chloroflexi,4521058.0,55.64,99.09,3.64,High,Rivendell,2013.0,Douglas fir,2013_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA5195;s__
ANG_794,Dormibacteraeota_ANG_794,custom,,,,,,Dormibacteraeota,2811532.0,66.8,90.1,0.0,High,Angelo,2014.0,Meadow grassland,14_1009_13_20cm,20.0,1.0,1.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__
498_68_8,14_0903_05_40cm_Bacteria_498_68_8,custom,,,,,,Dormibacteraeota,3102715.0,67.99,92.51,3.09,High,Angelo,2014.0,Meadow grassland,14_0903_05_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__CF-39;s__CF-39 sp005887995
9652_70_9,14_1009_16_30cm_RIF_CHLX_9652_70_9,custom,,,,,,Dormibacteraeota,2684786.0,70.36,93.52,1.85,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__UBA5189;s__UBA5189 sp005889475
ANG_536,Dormibacteraeota_ANG_536,custom,,,,,,Dormibacteraeota,3081194.0,70.85,93.56,2.09,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,4.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__UBA4735;s__
ANG_793,Dormibacteraeota_ANG_793,custom,,,,,,Dormibacteraeota,3242397.0,66.77,94.03,3.43,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp005889295
9669_68_9,14_1009_16_30cm_Bacteria_9669_68_9,custom,,,,,,Dormibacteraeota,2946067.0,67.58,94.29,0.93,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__CF-107;g__CF-107;s__CF-107 sp005881435
ANG_701,Dormibacteraeota_ANG_701,custom,,,,,,Dormibacteraeota,2764674.0,66.98,94.34,0.93,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__CF-118;s__CF-118 sp005879985
ANG_788,Dormibacteraeota_ANG_788,custom,,,,,,Dormibacteraeota,2936747.0,67.59,94.42,0.0,High,Angelo,2014.0,Meadow grassland,14_0903_12_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp005889075
ANG_792,Dormibacteraeota_ANG_792,custom,,,,,,Dormibacteraeota,3367498.0,67.42,94.83,3.47,High,Angelo,2014.0,Meadow grassland,14_1009_05_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp005881885
10081_66_11,14_1009_16_40cm_Bacteria_10081_66_11,custom,,,,,,Dormibacteraeota,3434465.0,65.71,95.37,3.7,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,3.0,1.0,0.0,0.0,0.0,deep,tree,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__Palsa-872;s__Palsa-872 sp005880945
ANG_795,Dormibacteraeota_ANG_795,custom,,,,,,Dormibacteraeota,2891013.0,68.56,95.37,2.78,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__CF-39;s__
9611_68_13,14_1009_16_30cm_RIF_CHLX_9611_68_13,custom,,,,,,Dormibacteraeota,3088702.0,68.02,95.83,1.39,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,1.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__CF-16;s__CF-16 sp005883615
ANG_789,Dormibacteraeota_ANG_789,custom,,,,,,Dormibacteraeota,2992278.0,66.9,95.95,3.47,High,Angelo,2014.0,Meadow grassland,14_0919_02_20cm,20.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp005883775
ANG_624,Dormibacteraeota_ANG_624,custom,,,,,,Dormibacteraeota,2803741.0,65.6,96.3,0.19,High,Angelo,2014.0,Meadow grassland,14_0927_12_40cm,40.0,2.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__VBDY01;s__VBDY01 sp005882775
ANG_704,Dormibacteraeota_ANG_704,custom,,,,,,Dormibacteraeota,3356605.0,65.88,96.3,3.7,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,1.0,1.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__
ANG_625,Dormibacteraeota_ANG_625,custom,,,,,,Dormibacteraeota,2313263.0,67.65,96.6,2.79,High,Angelo,2014.0,Meadow grassland,14_0929_09_30cm,30.0,2.0,1.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-75;s__CF-75 sp005880445
9084_70_9,14_1009_13_30cm_Bacteria_9084_70_9,custom,,,,,,Dormibacteraeota,3233176.0,70.33,97.03,0.22,High,Angelo,2014.0,Meadow grassland,14_1009_13_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,grassland,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp001919195
10082_68_14,14_1009_16_40cm_Bacteria_10082_68_14,custom,,,,,,Dormibacteraeota,3071545.0,67.88,97.03,1.49,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,1.0,1.0,0.0,0.0,0.0,deep,grassland,"Diamond et al., 2019",d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__CF-39;s__CF-39 sp005889405
ANG_626,Dormibacteraeota_ANG_626,custom,,,,,,Dormibacteraeota,3221118.0,65.99,97.22,3.43,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,2.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-13;s__CF-13 sp005881215
7713_68_14,14_1009_09_20cm_Bacteria_7713_68_14,custom,,,,,,Dormibacteraeota,2846127.0,67.84,98.15,0.0,High,Angelo,2014.0,Meadow grassland,14_1009_09_20cm,20.0,1.0,1.0,0.0,0.0,0.0,deep,neither,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__VBGR01;s__VBGR01 sp005880695
9603_66_16,14_1009_16_30cm_Bacteria_9603_66_16,custom,,,,,,Dormibacteraeota,3617295.0,65.5,100.0,0.93,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,1.0,1.0,0.0,0.0,0.0,deep,tree,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005883575
ANG_765,Gemmatimonadetes_ANG_765,custom,,,,,,Gemmatimonadetes,2937502.0,70.14,91.21,1.16,High,Sagehorn,2016.0,Garry oak,Sage2_L_115_16,115.0,1.0,1.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG29;s__AG29 sp003222115
ANG_650,Gemmatimonadetes_ANG_650,custom,,,,,,Gemmatimonadetes,3339715.0,68.98,91.35,2.3,High,Angelo,2014.0,Meadow grassland,14_0903_16_30cm,30.0,2.0,1.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003220905
ANG_749,Gemmatimonadetes_ANG_749,custom,,,,,,Gemmatimonadetes,2853890.0,69.77,91.76,3.85,High,Angelo,2014.0,Meadow grassland,14_1009_09_30cm,30.0,1.0,1.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__40CM-2-70-7;s__40CM-2-70-7 sp003222205
