genome_id,source,organism,genus,species,strain,closest_placement_reference,Genome,Phylum,# of Contigs,Length (bp),CheckM Completeness %,CheckM Contamination %,ncbi_mapping,Level,WGS,BioSample,Isolate,Taxonomy,bgcflow_project_name,Assigned Taxonomy,created_on,attributes,name,material,location,viewable,sequences,library,feature,basepairs,sequencing_method,country,sample,sequence_type,biome,coordinates,contig count,Genome size (bp),ctg_N50,ctg_L50,ctg_N90,ctg_L90,ctg_max,gc_avg,gc_std,CDS,Completeness (%),Contamination (%),Relative abundance (%),5S-full,5S-partial,16S-full,16S-partial,23S-full,23S-partial,Circular,Taxa (GTDB),original_genome_id,%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,Chrs
GCA_016713875.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Fred_18-Q3-R57-64_BAT3C.401,,,,,,,,,Contig,JADJOI000000000,SAMN16425938,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713865.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Fred_18-Q3-R57-64_BAT3C.352,,,,,,,,,Contig,JADJOG000000000,SAMN16425936,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715385.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Lyne_18-Q3-R50-59_MAXAC.330,,,,,,,,,Contig,JADKAB000000000,SAMN16426272,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714845.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,OdNE_18-Q3-R46-58_BATAC.288,,,,,,,,,Contig,JADKCB000000000,SAMN16426327,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716825.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Hirt_18-Q3-R61-65_MAXAC.232,,,,,,,,,Contig,JADJUY000000000,SAMN16426123,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716605.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Kalu_18-Q3-R12-55_BAT3C.130,,,,,,,,,Contig,JADJWA000000000,SAMN16426154,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716865.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Hirt_18-Q3-R61-65_MAXAC.133,,,,,,,,,Contig,JADJUU000000000,SAMN16426119,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717225.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Ribe_18-Q3-R11-54_BAT3C.87,,,,,,,,,Contig,JADKGB000000000,SAMN16426432,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715895.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Kalu_18-Q3-R12-55_MAXAC.077,,,,,,,,,Contig,JADJXH000000000,SAMN16426191,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715995.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Kalu_18-Q3-R12-55_MAXAC.064,,,,,,,,,Contig,JADJXF000000000,SAMN16426188,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718415.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,OdNW_18-Q3-R42-56_BAT3C.379,,,,,,,,,Contig,JADKDH000000000,SAMN16426359,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717915.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Rand_18-Q3-R56-63_BAT3C.48,,,,,,,,,Contig,JADKET000000000,SAMN16426398,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717445.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Rand_18-Q3-R56-63_MAXAC.211,,,,,,,,,Contig,JADKFQ000000000,SAMN16426421,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717305.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Ribe_18-Q3-R11-54_BAT3C.418,,,,,,,,,Contig,JADKFY000000000,SAMN16426429,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717735.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Rand_18-Q3-R56-63_BATAC.229,,,,,,,,,Contig,JADKEX000000000,SAMN16426402,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718925.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Mari_18-Q3-R65-66_MAXAC.089_sub,,,,,,,,,Contig,JADKBF000000000,SAMN16426304,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718655.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,OdNE_18-Q3-R46-58_MAXAC.100_sub,,,,,,,,,Contig,JADKCV000000000,SAMN16426347,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718615.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,OdNW_18-Q3-R42-56_BAT3C.137,,,,,,,,,Contig,JADKDA000000000,SAMN16426352,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718545.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,OdNW_18-Q3-R42-56_BAT3C.192,,,,,,,,,Contig,JADKDC000000000,SAMN16426354,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719255.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Mari_18-Q3-R65-66_BAT3C.227,,,,,,,,,Contig,JADKAI000000000,SAMN16426280,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719225.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Mari_18-Q3-R65-66_BAT3C.397,,,,,,,,,Contig,JADKAN000000000,SAMN16426286,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720105.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Lyne_18-Q3-R50-59_BAT3C.189,,,,,,,,,Contig,JADJXU000000000,SAMN16426210,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721005.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Vibo_18-Q3-R45-57_BATAC.153,,,,,,,,,Contig,JADKJM000000000,SAMN16426525,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721685.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Skiv_18-Q3-R9-52_BAT3C.511,,,,,,,,,Contig,JADKHP000000000,SAMN16426475,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721825.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Skiv_18-Q3-R9-52_BAT3C.268,,,,,,,,,Contig,JADKHI000000000,SAMN16426468,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016722445.1,ncbi,Flavobacteriales bacterium,Flavobacteriales,bacterium,Skiv_18-Q3-R9-52_MAXAC.254,,,,,,,,,Contig,JADKIZ000000000,SAMN16426511,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721735.1,ncbi,Flavobacterium sp.,Flavobacterium,sp.,Skiv_18-Q3-R9-52_BAT3C.440,,,,,,,,,Contig,JADKHM000000000,SAMN16426472,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718345.1,ncbi,Flavobacterium sp.,Flavobacterium,sp.,OdNW_18-Q3-R42-56_BATAC.385,,,,,,,,,Contig,JADKDN000000000,SAMN16426365,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714905.1,ncbi,Flavobacterium sp.,Flavobacterium,sp.,OdNE_18-Q3-R46-58_BATAC.16,,,,,,,,,Contig,JADKBW000000000,SAMN16426322,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703985.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,AalW_18-Q3-R10-53_MAXAC.084,,,,,,,,,Contig,JADJAZ000000000,SAMN16425571,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716075.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Kalu_18-Q3-R12-55_BATAC.81,,,,,,,,,Contig,JADJXB000000000,SAMN16426182,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716465.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Kalu_18-Q3-R12-55_BAT3C.208,,,,,,,,,Contig,JADJWH000000000,SAMN16426162,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016712635.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Fred_18-Q3-R57-64_MAXAC.292,,,,,,,,,Contig,JADJQS000000000,SAMN16426007,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016712905.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Fred_18-Q3-R57-64_MAXAC.073,,,,,,,,,Contig,JADJQE000000000,SAMN16425992,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016711975.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Hade_18-Q3-R52-61_BATAC.282,,,,,,,,,Contig,JADJRX000000000,SAMN16426042,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718385.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,OdNW_18-Q3-R42-56_BATAC.277,,,,,,,,,Contig,JADKDK000000000,SAMN16426362,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717785.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Rand_18-Q3-R56-63_BATAC.255,,,,,,,,,Contig,JADKEY000000000,SAMN16426403,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718945.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Mari_18-Q3-R65-66_MAXAC.093,,,,,,,,,Contig,JADKBG000000000,SAMN16426305,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705225.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,AalE_18-Q3-R2-46_BATAC.258,,,,,,,,,Contig,JADIYQ000000000,SAMN16425508,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705365.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,AalE_18-Q3-R2-46_BAT3C.320,,,,,,,,,Contig,JADIYI000000000,SAMN16425500,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016706085.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,EsbE_18-Q3-R3-47_BATAC.204,,,,,,,,,Contig,JADJKI000000000,SAMN16425826,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707425.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Ega_18-Q3-R5-49_BATAC.239,,,,,,,,,Contig,JADJHU000000000,SAMN16425757,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707795.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Damh_18-Q3-R51-60_MAXAC.071,,,,,,,,,Contig,JADJGY000000000,SAMN16425734,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016708925.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,Bjer_18-Q3-R1-45_BAT3C.258,,,,,,,,,Contig,JADJET000000000,SAMN16425674,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709565.1,ncbi,Gammaproteobacteria bacterium,Gammaproteobacteria,bacterium,EsbW_18-Q3-R4-48_BATAC.420,,,,,,,,,Contig,JADJMN000000000,SAMN16425884,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720905.1,ncbi,Gemmatimonadaceae bacterium,Gemmatimonadaceae,bacterium,Vibo_18-Q3-R45-57_BATAC.273,,,,,,,,,Contig,JADKJT000000000,SAMN16426532,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702955.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Aved_18-Q3-R54-62_BATAC.843,,,,,,,,,Contig,JADJCY000000000,SAMN16425626,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016702715.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Aved_18-Q3-R54-62_MAXAC.126,,,,,,,,,Contig,JADJDL000000000,SAMN16425639,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720805.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Vibo_18-Q3-R45-57_BATAC.481,,,,,,,,,Contig,JADKJZ000000000,SAMN16426540,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016721935.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Skiv_18-Q3-R9-52_BAT3C.167,,,,,,,,,Contig,JADKHD000000000,SAMN16426462,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016719105.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Mari_18-Q3-R65-66_BATAC.295,,,,,,,,,Contig,JADKAQ000000000,SAMN16426289,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717965.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Rand_18-Q3-R56-63_BAT3C.236,,,,,,,,,Contig,JADKEP000000000,SAMN16426394,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016717475.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Rand_18-Q3-R56-63_MAXAC.104,,,,,,,,,Contig,JADKFK000000000,SAMN16426415,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016712265.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Fred_18-Q3-R57-64_MAXAC.423,,,,,,,,,Contig,JADJRJ000000000,SAMN16426027,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713785.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Fred_18-Q3-R57-64_BAT3C.6,,,,,,,,,Contig,JADJOM000000000,SAMN16425946,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714015.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Fred_18-Q3-R57-64_BAT3C.243,,,,,,,,,Contig,JADJNZ000000000,SAMN16425929,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713015.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Fred_18-Q3-R57-64_BATAC.76,,,,,,,,,Contig,JADJPX000000000,SAMN16425984,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713435.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Fred_18-Q3-R57-64_BATAC.299,,,,,,,,,Contig,JADJPD000000000,SAMN16425963,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716895.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Hirt_18-Q3-R61-65_MAXAC.111,,,,,,,,,Contig,JADJUT000000000,SAMN16426118,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016714295.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,EsbW_18-Q3-R4-48_MAXAC.084,,,,,,,,,Contig,JADJNK000000000,SAMN16425907,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715665.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Lyne_18-Q3-R50-59_MAXAC.102,,,,,,,,,Contig,JADJZO000000000,SAMN16426258,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709975.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,EsbW_18-Q3-R4-48_BAT3C.251,,,,,,,,,Contig,JADJLS000000000,SAMN16425862,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709265.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,EsbW_18-Q3-R4-48_MAXAC.089,,,,,,,,,Contig,JADJNL000000000,SAMN16425908,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016706765.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,Ejby_18-Q3-R6-50_BAT3C.80,,,,,,,,,Contig,JADJIZ000000000,SAMN16425789,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705815.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,EsbE_18-Q3-R3-47_MAXAC.085,,,,,,,,,Contig,JADJKZ000000000,SAMN16425843,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016705425.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,AalE_18-Q3-R2-46_BAT3C.235,,,,,,,,,Contig,JADIYG000000000,SAMN16425498,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704795.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,AalE_18-Q3-R2-46_MAXAC.133,,,,,,,,,Contig,JADIZK000000000,SAMN16425528,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704275.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,AalW_18-Q3-R10-53_BATAC.41,,,,,,,,,Contig,JADJAK000000000,SAMN16425556,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704625.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,AalW_18-Q3-R10-53_BAT3C.461,,,,,,,,,Contig,JADIZT000000000,SAMN16425538,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704465.1,ncbi,Gemmatimonadetes bacterium,Gemmatimonadetes,bacterium,AalW_18-Q3-R10-53_BATAC.281,,,,,,,,,Contig,JADJAD000000000,SAMN16425549,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016720395.1,ncbi,Geobacteraceae bacterium,Geobacteraceae,bacterium,Viby_18-Q3-R106-67_BAT3C.94,,,,,,,,,Contig,JADKKR000000000,SAMN16426558,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016716085.1,ncbi,Hahellaceae bacterium,Hahellaceae,bacterium,Kalu_18-Q3-R12-55_BATAC.288,,,,,,,,,Contig,JADJWY000000000,SAMN16426179,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016704305.1,ncbi,Haliea sp.,Haliea,sp.,AalW_18-Q3-R10-53_BATAC.498,,,,,,,,,Contig,JADJAL000000000,SAMN16425557,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016703175.1,ncbi,Haliea sp.,Haliea,sp.,Aved_18-Q3-R54-62_BATAC.558,,,,,,,,,Contig,JADJCN000000000,SAMN16425615,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016707205.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,Ega_18-Q3-R5-49_BATAC.545,,,,,,,,,Contig,JADJHZ000000000,SAMN16425762,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016709065.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,Bjer_18-Q3-R1-45_BAT3C.170,,,,,,,,,Contig,JADJEN000000000,SAMN16425667,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715565.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,Lyne_18-Q3-R50-59_MAXAC.221,,,,,,,,,Contig,JADJZS000000000,SAMN16426262,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715005.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,OdNE_18-Q3-R46-58_BAT3C.223,,,,,,,,,Contig,JADKBQ000000000,SAMN16426316,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016713275.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,Fred_18-Q3-R57-64_BATAC.439,,,,,,,,,Contig,JADJPL000000000,SAMN16425972,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016718685.1,ncbi,Haliscomenobacter sp.,Haliscomenobacter,sp.,OdNE_18-Q3-R46-58_MAXAC.223,,,,,,,,,Contig,JADKCX000000000,SAMN16426349,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
GCA_016715205.1,ncbi,Holophaga sp.,Holophaga,sp.,Mari_18-Q3-R65-66_MAXAC.049,,,,,,,,,Contig,JADKBC000000000,SAMN16426301,,,Singleton_et_al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undefined
